Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1370450,-,-,-,-20.23,-70.14,0,11,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.4
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Solar Zenith Angle
2022,1,1,0,30,0,0,0,23.200000000000003,2.8000000000000003,104.5
2022,1,1,1,30,0,0,0,22.9,2.2,115.93
2022,1,1,2,30,0,0,0,22.700000000000003,1.8,125.81
2022,1,1,3,30,0,0,0,22.5,1.5,133.16
2022,1,1,4,30,0,0,0,22.3,1.4,136.65
2022,1,1,5,30,0,0,0,22.0,1.3,135.36
2022,1,1,6,30,0,0,0,21.8,1.4,129.67000000000002
2022,1,1,7,30,0,0,0,21.6,1.7000000000000002,120.82
2022,1,1,8,30,0,0,0,21.3,1.8,110.02
2022,1,1,9,30,0,0,0,21.5,2.0,98.04
2022,1,1,10,30,52,32,237,22.6,2.4000000000000004,85.16
2022,1,1,11,30,271,78,627,24.1,2.7,72.11
2022,1,1,12,30,517,101,801,25.8,2.9000000000000004,58.67
2022,1,1,13,30,747,115,895,27.200000000000003,3.4000000000000004,45.02
2022,1,1,14,30,933,123,947,28.200000000000003,3.8,31.26
2022,1,1,15,30,1053,142,955,29.0,4.0,17.47
2022,1,1,16,30,1109,145,967,29.5,4.1000000000000005,4.29
2022,1,1,17,30,1087,143,961,29.9,4.1000000000000005,10.95
2022,1,1,18,30,994,140,939,29.9,4.2,24.67
2022,1,1,19,30,836,131,901,29.6,4.2,38.46
2022,1,1,20,30,627,117,832,28.9,4.1000000000000005,52.18
2022,1,1,21,30,386,96,708,27.8,3.9,65.74
2022,1,1,22,30,146,61,449,26.200000000000003,3.8,79.02
2022,1,1,23,30,0,0,0,25.1,3.7,92.06
2022,1,2,0,30,0,0,0,23.4,2.5,104.44
2022,1,2,1,30,0,0,0,23.0,2.1,115.9
2022,1,2,2,30,0,0,0,22.700000000000003,2.1,125.81
2022,1,2,3,30,0,0,0,22.4,2.3000000000000003,133.19
2022,1,2,4,30,0,0,0,22.1,2.3000000000000003,136.73
2022,1,2,5,30,0,0,0,21.8,2.0,135.48
2022,1,2,6,30,0,0,0,21.700000000000003,1.7000000000000002,129.8
2022,1,2,7,30,0,0,0,21.6,1.2000000000000002,120.96
2022,1,2,8,30,0,0,0,21.4,0.8,110.16
2022,1,2,9,30,0,0,0,21.5,1.0,98.18
2022,1,2,10,30,50,33,200,22.700000000000003,1.7000000000000002,85.29
2022,1,2,11,30,269,82,615,24.700000000000003,2.4000000000000004,72.24
2022,1,2,12,30,520,105,802,26.6,3.0,58.79
2022,1,2,13,30,751,118,898,28.1,3.6,45.14
2022,1,2,14,30,938,128,949,29.1,3.9,31.37
2022,1,2,15,30,1063,139,969,29.6,4.1000000000000005,17.57
2022,1,2,16,30,1119,142,980,30.0,4.4,4.32
2022,1,2,17,30,1100,139,978,30.200000000000003,4.6000000000000005,10.83
2022,1,2,18,30,1003,146,943,30.0,4.7,24.56
2022,1,2,19,30,844,137,902,29.5,4.5,38.36
2022,1,2,20,30,633,122,832,28.700000000000003,4.3,52.09
2022,1,2,21,30,391,100,706,27.5,4.2,65.65
2022,1,2,22,30,97,72,133,25.700000000000003,4.2,78.95
2022,1,2,23,30,0,0,0,24.6,4.3,92.0
2022,1,3,0,30,0,0,0,22.9,3.6,104.4
2022,1,3,1,30,0,0,0,22.6,3.3000000000000003,115.87
2022,1,3,2,30,0,0,0,22.4,3.2,125.81
2022,1,3,3,30,0,0,0,22.1,2.9000000000000004,133.24
2022,1,3,4,30,0,0,0,21.8,2.3000000000000003,136.81
2022,1,3,5,30,0,0,0,21.700000000000003,1.8,135.59
2022,1,3,6,30,0,0,0,21.5,1.4,129.94
2022,1,3,7,30,0,0,0,21.3,1.4,121.11
2022,1,3,8,30,0,0,0,21.1,1.4,110.3
2022,1,3,9,30,0,0,0,21.3,1.5,98.31
2022,1,3,10,30,46,34,147,22.200000000000003,1.8,85.42
2022,1,3,11,30,103,103,0,23.6,2.3000000000000003,72.37
2022,1,3,12,30,416,189,441,25.3,2.9000000000000004,58.91
2022,1,3,13,30,736,132,858,26.700000000000003,3.6,45.26
2022,1,3,14,30,925,143,917,27.9,4.1000000000000005,31.48
2022,1,3,15,30,1038,188,892,28.5,4.4,17.66
2022,1,3,16,30,1093,188,907,28.9,4.6000000000000005,4.3500000000000005
2022,1,3,17,30,1076,185,906,29.0,4.7,10.7
2022,1,3,18,30,973,204,845,28.8,4.800000000000001,24.45
2022,1,3,19,30,816,191,796,28.4,5.0,38.27
2022,1,3,20,30,608,169,714,27.6,5.0,52.0
2022,1,3,21,30,370,136,567,26.4,4.9,65.57000000000001
2022,1,3,22,30,137,80,299,24.9,4.6000000000000005,78.88
2022,1,3,23,30,0,0,0,24.1,4.4,91.94
2022,1,4,0,30,0,0,0,23.0,3.3000000000000003,104.36
2022,1,4,1,30,0,0,0,22.9,2.8000000000000003,115.85
2022,1,4,2,30,0,0,0,22.8,2.6,125.82
2022,1,4,3,30,0,0,0,22.700000000000003,2.5,133.29
2022,1,4,4,30,0,0,0,22.6,2.4000000000000004,136.9
2022,1,4,5,30,0,0,0,22.5,2.4000000000000004,135.72
2022,1,4,6,30,0,0,0,22.4,2.5,130.08
2022,1,4,7,30,0,0,0,22.3,2.5,121.25
2022,1,4,8,30,0,0,0,22.200000000000003,2.4000000000000004,110.45
2022,1,4,9,30,0,0,0,22.4,2.6,98.45
2022,1,4,10,30,33,28,66,23.0,3.1,85.55
2022,1,4,11,30,137,119,59,24.1,3.8,72.49
2022,1,4,12,30,269,226,83,25.3,4.4,59.04
2022,1,4,13,30,712,176,762,26.4,4.9,45.37
2022,1,4,14,30,828,297,623,27.200000000000003,5.2,31.58
2022,1,4,15,30,848,421,449,27.8,5.300000000000001,17.76
2022,1,4,16,30,1083,196,890,28.200000000000003,5.1000000000000005,4.38
2022,1,4,17,30,1066,193,888,28.3,5.0,10.58
2022,1,4,18,30,955,239,786,28.200000000000003,4.800000000000001,24.35
2022,1,4,19,30,629,371,328,27.9,4.7,38.17
2022,1,4,20,30,600,183,676,27.200000000000003,4.4,51.91
2022,1,4,21,30,367,141,543,26.3,4.2,65.5
2022,1,4,22,30,136,81,281,25.0,3.9,78.81
2022,1,4,23,30,0,0,0,24.200000000000003,3.8,91.89
2022,1,5,0,30,0,0,0,23.200000000000003,2.9000000000000004,104.32
2022,1,5,1,30,0,0,0,23.0,2.7,115.84
2022,1,5,2,30,0,0,0,22.9,2.9000000000000004,125.84
2022,1,5,3,30,0,0,0,22.700000000000003,3.1,133.34
2022,1,5,4,30,0,0,0,22.5,3.1,137.0
2022,1,5,5,30,0,0,0,22.4,3.1,135.85
2022,1,5,6,30,0,0,0,22.4,3.1,130.23
2022,1,5,7,30,0,0,0,22.4,3.1,121.4
2022,1,5,8,30,0,0,0,22.3,3.0,110.6
2022,1,5,9,30,0,0,0,22.200000000000003,3.1,98.6
2022,1,5,10,30,32,29,36,22.700000000000003,3.4000000000000004,85.68
2022,1,5,11,30,227,129,325,23.6,3.9,72.62
2022,1,5,12,30,456,190,520,24.5,4.6000000000000005,59.16
2022,1,5,13,30,672,228,634,25.0,5.2,45.49
2022,1,5,14,30,734,377,419,25.1,5.300000000000001,31.69
2022,1,5,15,30,901,408,518,25.4,4.800000000000001,17.85
2022,1,5,16,30,1036,252,787,25.6,4.2,4.41
2022,1,5,17,30,1024,242,795,25.700000000000003,3.5,10.46
2022,1,5,18,30,939,228,780,25.8,3.0,24.24
2022,1,5,19,30,787,212,730,25.9,2.7,38.08
2022,1,5,20,30,584,192,633,25.8,2.9000000000000004,51.83
2022,1,5,21,30,353,156,473,25.3,3.3000000000000003,65.42
2022,1,5,22,30,78,72,31,24.3,3.5,78.75
2022,1,5,23,30,0,0,0,23.700000000000003,3.4000000000000004,91.84
2022,1,6,0,30,0,0,0,22.700000000000003,3.1,104.29
2022,1,6,1,30,0,0,0,22.4,3.1,115.83
2022,1,6,2,30,0,0,0,22.1,3.1,125.86
2022,1,6,3,30,0,0,0,22.0,2.9000000000000004,133.41
2022,1,6,4,30,0,0,0,22.0,2.7,137.11
2022,1,6,5,30,0,0,0,22.0,2.6,135.99
2022,1,6,6,30,0,0,0,22.1,2.5,130.38
2022,1,6,7,30,0,0,0,22.0,2.6,121.56
2022,1,6,8,30,0,0,0,21.9,2.9000000000000004,110.75
2022,1,6,9,30,0,0,0,21.700000000000003,3.0,98.74
2022,1,6,10,30,25,25,0,22.1,2.8000000000000003,85.82000000000001
2022,1,6,11,30,231,120,373,23.200000000000003,2.6,72.75
2022,1,6,12,30,470,161,605,24.8,2.9000000000000004,59.28
2022,1,6,13,30,646,219,611,26.3,3.9,45.6
2022,1,6,14,30,680,416,310,26.9,4.800000000000001,31.8
2022,1,6,15,30,1005,227,819,27.1,5.1000000000000005,17.95
2022,1,6,16,30,1065,226,842,27.3,5.0,4.43
2022,1,6,17,30,1048,219,842,27.6,4.7,10.34
2022,1,6,18,30,961,198,836,27.700000000000003,4.5,24.14
2022,1,6,19,30,806,185,788,27.6,4.3,37.98
2022,1,6,20,30,600,164,704,27.1,4.2,51.75
2022,1,6,21,30,366,133,557,26.1,4.1000000000000005,65.35
2022,1,6,22,30,136,79,289,24.6,4.1000000000000005,78.69
2022,1,6,23,30,0,0,0,23.6,4.0,91.8
2022,1,7,0,30,0,0,0,22.3,3.0,104.26
2022,1,7,1,30,0,0,0,22.200000000000003,2.7,115.82
2022,1,7,2,30,0,0,0,22.1,2.9000000000000004,125.89
2022,1,7,3,30,0,0,0,22.0,3.2,133.48
2022,1,7,4,30,0,0,0,21.8,3.1,137.22
2022,1,7,5,30,0,0,0,21.700000000000003,2.7,136.14
2022,1,7,6,30,0,0,0,21.6,2.5,130.54
2022,1,7,7,30,0,0,0,21.6,2.3000000000000003,121.72
2022,1,7,8,30,0,0,0,21.6,2.2,110.9
2022,1,7,9,30,0,0,0,21.8,2.4000000000000004,98.88
2022,1,7,10,30,34,29,72,22.5,2.7,85.95
2022,1,7,11,30,236,107,439,23.8,3.0,72.88
2022,1,7,12,30,478,144,656,25.200000000000003,3.3000000000000003,59.4
2022,1,7,13,30,706,164,776,26.3,3.9,45.72
2022,1,7,14,30,895,175,849,27.1,4.4,31.9
2022,1,7,15,30,1027,174,897,27.8,4.7,18.04
2022,1,7,16,30,1088,171,920,28.4,5.0,4.46
2022,1,7,17,30,1073,164,924,28.6,5.1000000000000005,10.22
2022,1,7,18,30,1002,115,971,28.5,5.300000000000001,24.04
2022,1,7,19,30,845,109,932,27.9,5.2,37.9
2022,1,7,20,30,637,98,868,27.0,4.9,51.67
2022,1,7,21,30,397,82,753,25.8,4.4,65.28
2022,1,7,22,30,154,54,508,24.4,3.8,78.64
2022,1,7,23,30,0,0,0,23.700000000000003,3.5,91.76
2022,1,8,0,30,0,0,0,22.700000000000003,2.4000000000000004,104.24
2022,1,8,1,30,0,0,0,22.5,1.8,115.83
2022,1,8,2,30,0,0,0,22.200000000000003,1.5,125.93
2022,1,8,3,30,0,0,0,21.9,1.5,133.55
2022,1,8,4,30,0,0,0,21.6,1.5,137.35
2022,1,8,5,30,0,0,0,21.5,1.6,136.29
2022,1,8,6,30,0,0,0,21.5,1.7000000000000002,130.71
2022,1,8,7,30,0,0,0,21.5,1.9,121.88
2022,1,8,8,30,0,0,0,21.3,1.9,111.06
2022,1,8,9,30,0,0,0,21.5,2.0,99.03
2022,1,8,10,30,39,27,184,22.700000000000003,2.4000000000000004,86.08
2022,1,8,11,30,249,74,599,24.4,2.9000000000000004,73.01
2022,1,8,12,30,395,194,396,25.9,3.3000000000000003,59.53
2022,1,8,13,30,689,161,757,27.200000000000003,3.8,45.83
2022,1,8,14,30,906,127,919,28.200000000000003,4.1000000000000005,32.01
2022,1,8,15,30,1026,156,915,29.0,4.3,18.13
2022,1,8,16,30,1080,172,911,29.6,4.4,4.49
2022,1,8,17,30,1057,191,880,29.9,4.4,10.1
2022,1,8,18,30,954,229,792,29.8,4.3,23.94
2022,1,8,19,30,792,236,704,29.3,4.1000000000000005,37.81
2022,1,8,20,30,583,226,576,28.5,3.9,51.59
2022,1,8,21,30,303,160,341,27.6,4.0,65.22
2022,1,8,22,30,90,75,75,26.3,4.0,78.59
2022,1,8,23,30,0,0,0,25.6,4.0,91.72
2022,1,9,0,30,0,0,0,24.4,3.0,104.22
2022,1,9,1,30,0,0,0,23.9,2.5,115.83
2022,1,9,2,30,0,0,0,23.4,2.3000000000000003,125.97
2022,1,9,3,30,0,0,0,22.8,2.1,133.64
2022,1,9,4,30,0,0,0,22.5,1.8,137.47
2022,1,9,5,30,0,0,0,22.5,1.5,136.45
2022,1,9,6,30,0,0,0,22.5,1.5,130.88
2022,1,9,7,30,0,0,0,22.6,1.7000000000000002,122.05
2022,1,9,8,30,0,0,0,22.700000000000003,1.6,111.21
2022,1,9,9,30,0,0,0,22.700000000000003,1.5,99.18
2022,1,9,10,30,15,15,0,23.200000000000003,1.7000000000000002,86.22
2022,1,9,11,30,133,115,62,24.1,2.0,73.14
2022,1,9,12,30,318,226,181,25.4,2.5,59.65
2022,1,9,13,30,686,170,741,26.8,3.3000000000000003,45.94
2022,1,9,14,30,869,185,807,27.9,4.1000000000000005,32.11
2022,1,9,15,30,990,201,832,28.5,4.4,18.22
2022,1,9,16,30,1049,204,848,28.700000000000003,4.3,4.5200000000000005
2022,1,9,17,30,1036,195,854,28.8,4.1000000000000005,9.98
2022,1,9,18,30,952,180,844,28.6,3.7,23.85
2022,1,9,19,30,800,171,795,28.200000000000003,3.3000000000000003,37.73
2022,1,9,20,30,313,275,61,27.6,2.8000000000000003,51.52
2022,1,9,21,30,363,133,549,26.9,2.2,65.16
2022,1,9,22,30,97,75,107,26.4,1.8,78.54
2022,1,9,23,30,0,0,0,26.1,1.6,91.69
2022,1,10,0,30,0,0,0,25.4,1.2000000000000002,104.21
2022,1,10,1,30,0,0,0,25.1,0.9,115.85
2022,1,10,2,30,0,0,0,24.9,0.8,126.02
2022,1,10,3,30,0,0,0,24.5,1.1,133.73
2022,1,10,4,30,0,0,0,24.1,1.3,137.61
2022,1,10,5,30,0,0,0,23.8,1.2000000000000002,136.62
2022,1,10,6,30,0,0,0,23.700000000000003,1.2000000000000002,131.05
2022,1,10,7,30,0,0,0,23.6,1.3,122.22
2022,1,10,8,30,0,0,0,23.5,1.5,111.38
2022,1,10,9,30,0,0,0,23.8,1.9,99.33
2022,1,10,10,30,16,16,0,24.6,2.3000000000000003,86.35000000000001
2022,1,10,11,30,132,114,62,25.8,3.0,73.27
2022,1,10,12,30,323,224,196,26.9,3.7,59.77
2022,1,10,13,30,669,176,710,27.6,4.2,46.06
2022,1,10,14,30,850,193,777,28.3,4.1000000000000005,32.21
2022,1,10,15,30,970,218,792,29.0,3.7,18.31
2022,1,10,16,30,1029,224,808,29.9,3.4000000000000004,4.5600000000000005
2022,1,10,17,30,774,519,259,30.6,3.5,9.87
2022,1,10,18,30,592,476,127,31.0,3.7,23.76
2022,1,10,19,30,412,365,59,30.8,3.8,37.65
2022,1,10,20,30,417,294,197,30.1,3.8,51.45
2022,1,10,21,30,217,179,89,29.200000000000003,3.5,65.1
2022,1,10,22,30,99,76,115,27.9,3.2,78.49
2022,1,10,23,30,0,0,0,27.200000000000003,3.2,91.66
2022,1,11,0,30,0,0,0,25.9,1.8,104.2
2022,1,11,1,30,0,0,0,25.5,1.0,115.87
2022,1,11,2,30,0,0,0,25.3,0.8,126.07
2022,1,11,3,30,0,0,0,25.3,1.3,133.83
2022,1,11,4,30,0,0,0,25.3,1.9,137.75
2022,1,11,5,30,0,0,0,25.3,2.0,136.79
2022,1,11,6,30,0,0,0,25.200000000000003,2.0,131.23
2022,1,11,7,30,0,0,0,25.1,2.1,122.39
2022,1,11,8,30,0,0,0,24.8,2.3000000000000003,111.54
2022,1,11,9,30,0,0,0,24.700000000000003,2.4000000000000004,99.48
2022,1,11,10,30,27,24,55,25.200000000000003,2.7,86.49
2022,1,11,11,30,68,68,0,26.4,3.2,73.4
2022,1,11,12,30,271,222,97,27.6,4.0,59.89
2022,1,11,13,30,441,337,150,28.3,4.6000000000000005,46.17
2022,1,11,14,30,733,365,435,28.8,4.7,32.32
2022,1,11,15,30,979,181,840,29.200000000000003,4.4,18.4
2022,1,11,16,30,1038,184,857,29.700000000000003,4.0,4.59
2022,1,11,17,30,1026,181,858,30.200000000000003,3.8,9.76
2022,1,11,18,30,928,214,780,30.6,4.1000000000000005,23.67
2022,1,11,19,30,780,202,730,30.4,4.3,37.57
2022,1,11,20,30,580,184,636,29.8,4.3,51.39
2022,1,11,21,30,236,182,127,28.700000000000003,4.1000000000000005,65.05
2022,1,11,22,30,81,74,34,27.3,3.9,78.46000000000001
2022,1,11,23,30,0,0,0,26.6,3.7,91.64
2022,1,12,0,30,0,0,0,25.200000000000003,3.1,104.2
2022,1,12,1,30,0,0,0,24.6,3.0,115.89
2022,1,12,2,30,0,0,0,24.200000000000003,2.9000000000000004,126.13
2022,1,12,3,30,0,0,0,23.9,2.3000000000000003,133.93
2022,1,12,4,30,0,0,0,23.8,1.5,137.9
2022,1,12,5,30,0,0,0,23.9,1.5,136.97
2022,1,12,6,30,0,0,0,23.9,1.9,131.42000000000002
2022,1,12,7,30,0,0,0,23.8,1.9,122.57
2022,1,12,8,30,0,0,0,23.6,1.5,111.7
2022,1,12,9,30,0,0,0,23.6,1.2000000000000002,99.64
2022,1,12,10,30,17,17,0,24.4,1.0,86.63
2022,1,12,11,30,207,121,302,26.1,1.4,73.53
2022,1,12,12,30,437,177,522,28.0,2.4000000000000004,60.01
2022,1,12,13,30,659,208,652,29.4,3.5,46.28
2022,1,12,14,30,842,227,728,30.1,4.1000000000000005,32.42
2022,1,12,15,30,931,379,582,30.6,4.3,18.49
2022,1,12,16,30,567,497,71,31.0,4.3,4.63
2022,1,12,17,30,538,479,60,31.0,4.3,9.65
2022,1,12,18,30,652,482,186,30.9,4.2,23.58
2022,1,12,19,30,791,198,747,30.4,4.1000000000000005,37.5
2022,1,12,20,30,593,174,671,29.8,4.0,51.32
2022,1,12,21,30,364,138,535,28.8,4.0,65.0
2022,1,12,22,30,138,80,288,27.4,3.9,78.42
2022,1,12,23,30,0,0,0,26.5,3.9,91.62
2022,1,13,0,30,0,0,0,24.9,2.7,104.2
2022,1,13,1,30,0,0,0,24.4,2.0,115.92
2022,1,13,2,30,0,0,0,24.1,1.8,126.2
2022,1,13,3,30,0,0,0,23.8,1.7000000000000002,134.04
2022,1,13,4,30,0,0,0,23.5,1.6,138.06
2022,1,13,5,30,0,0,0,23.3,1.6,137.15
2022,1,13,6,30,0,0,0,23.200000000000003,1.7000000000000002,131.61
2022,1,13,7,30,0,0,0,23.0,1.8,122.75
2022,1,13,8,30,0,0,0,22.9,1.5,111.87
2022,1,13,9,30,0,0,0,23.0,1.1,99.79
2022,1,13,10,30,23,21,36,23.8,1.1,86.76
2022,1,13,11,30,89,89,0,25.5,1.7000000000000002,73.66
2022,1,13,12,30,184,178,11,27.4,2.7,60.13
2022,1,13,13,30,230,223,9,28.6,3.6,46.39
2022,1,13,14,30,846,214,750,29.4,3.9,32.52
2022,1,13,15,30,964,257,745,30.1,4.0,18.57
2022,1,13,16,30,1024,262,764,30.6,4.0,4.67
2022,1,13,17,30,1011,259,763,30.8,4.1000000000000005,9.55
2022,1,13,18,30,929,248,742,30.700000000000003,4.1000000000000005,23.5
2022,1,13,19,30,781,229,696,30.3,4.0,37.43
2022,1,13,20,30,584,200,614,29.6,3.9,51.27
2022,1,13,21,30,358,156,477,28.700000000000003,3.8,64.95
2022,1,13,22,30,134,86,240,27.3,3.7,78.39
2022,1,13,23,30,0,0,0,26.4,3.7,91.6
2022,1,14,0,30,0,0,0,24.8,2.7,104.21
2022,1,14,1,30,0,0,0,24.200000000000003,2.0,115.96
2022,1,14,2,30,0,0,0,23.9,1.8,126.27
2022,1,14,3,30,0,0,0,23.6,1.8,134.16
2022,1,14,4,30,0,0,0,23.3,1.8,138.22
2022,1,14,5,30,0,0,0,23.1,1.5,137.35
2022,1,14,6,30,0,0,0,22.9,1.1,131.8
2022,1,14,7,30,0,0,0,22.9,0.8,122.94
2022,1,14,8,30,0,0,0,22.9,0.5,112.04
2022,1,14,9,30,0,0,0,23.0,0.7000000000000001,99.95
2022,1,14,10,30,21,19,30,23.9,1.4,86.9
2022,1,14,11,30,208,116,331,25.5,2.3000000000000003,73.79
2022,1,14,12,30,441,172,541,27.200000000000003,3.3000000000000003,60.25
2022,1,14,13,30,662,206,662,28.5,4.2,46.5
2022,1,14,14,30,845,227,734,29.3,4.6000000000000005,32.62
2022,1,14,15,30,948,326,656,29.8,4.5,18.66
2022,1,14,16,30,1007,333,676,30.1,4.3,4.72
2022,1,14,17,30,997,327,678,30.3,4.3,9.45
2022,1,14,18,30,941,225,781,30.3,4.2,23.42
2022,1,14,19,30,794,208,737,30.0,4.2,37.36
2022,1,14,20,30,595,182,659,29.3,4.1000000000000005,51.21
2022,1,14,21,30,366,143,525,28.3,4.0,64.91
2022,1,14,22,30,139,82,282,26.9,3.9,78.36
2022,1,14,23,30,0,0,0,26.1,3.8,91.59
2022,1,15,0,30,0,0,0,24.5,2.6,104.22
2022,1,15,1,30,0,0,0,24.0,1.8,116.0
2022,1,15,2,30,0,0,0,23.700000000000003,1.4,126.35
2022,1,15,3,30,0,0,0,23.5,1.4,134.28
2022,1,15,4,30,0,0,0,23.200000000000003,1.5,138.39
2022,1,15,5,30,0,0,0,23.0,1.4,137.54
2022,1,15,6,30,0,0,0,22.8,1.2000000000000002,132.0
2022,1,15,7,30,0,0,0,22.8,1.0,123.12
2022,1,15,8,30,0,0,0,22.8,0.8,112.21
2022,1,15,9,30,0,0,0,22.9,0.9,100.1
2022,1,15,10,30,24,21,52,23.6,1.2000000000000002,87.03
2022,1,15,11,30,218,98,433,25.1,1.5,73.92
2022,1,15,12,30,458,136,651,26.700000000000003,2.2,60.370000000000005
2022,1,15,13,30,688,158,772,28.200000000000003,3.3000000000000003,46.61
2022,1,15,14,30,877,171,839,29.200000000000003,4.1000000000000005,32.71
2022,1,15,15,30,1008,180,875,29.700000000000003,4.4,18.74
2022,1,15,16,30,1068,184,887,30.0,4.5,4.7700000000000005
2022,1,15,17,30,1056,184,884,30.0,4.4,9.36
2022,1,15,18,30,969,178,861,29.9,4.3,23.35
2022,1,15,19,30,818,165,820,29.5,4.2,37.3
2022,1,15,20,30,615,146,749,28.8,4.1000000000000005,51.16
2022,1,15,21,30,354,124,543,27.700000000000003,4.0,64.88
2022,1,15,22,30,54,54,0,26.200000000000003,3.7,78.34
2022,1,15,23,30,0,0,0,25.4,3.6,91.59
2022,1,16,0,30,0,0,0,23.9,2.5,104.24
2022,1,16,1,30,0,0,0,23.6,1.9,116.05
2022,1,16,2,30,0,0,0,23.4,1.7000000000000002,126.44
2022,1,16,3,30,0,0,0,23.3,1.7000000000000002,134.42000000000002
2022,1,16,4,30,0,0,0,23.1,1.6,138.57
2022,1,16,5,30,0,0,0,23.0,1.5,137.74
2022,1,16,6,30,0,0,0,22.9,1.3,132.2
2022,1,16,7,30,0,0,0,22.9,1.2000000000000002,123.31
2022,1,16,8,30,0,0,0,22.9,1.1,112.38
2022,1,16,9,30,0,0,0,23.1,1.1,100.26
2022,1,16,10,30,16,16,0,24.1,1.4,87.17
2022,1,16,11,30,153,108,162,25.5,2.1,74.05
2022,1,16,12,30,463,127,683,26.6,2.9000000000000004,60.49
2022,1,16,13,30,691,150,789,27.5,3.8,46.71
2022,1,16,14,30,880,166,850,28.200000000000003,4.4,32.81
2022,1,16,15,30,996,217,823,28.700000000000003,4.7,18.83
2022,1,16,16,30,1054,227,830,29.1,4.7,4.82
2022,1,16,17,30,1037,231,817,29.5,4.4,9.27
2022,1,16,18,30,950,225,789,29.5,4.2,23.28
2022,1,16,19,30,797,213,734,29.200000000000003,4.2,37.24
2022,1,16,20,30,596,190,647,28.4,4.2,51.120000000000005
2022,1,16,21,30,365,151,505,27.200000000000003,4.1000000000000005,64.84
2022,1,16,22,30,138,85,257,25.700000000000003,3.9,78.32000000000001
2022,1,16,23,30,0,0,0,24.9,3.7,91.59
2022,1,17,0,30,0,0,0,23.6,2.6,104.27
2022,1,17,1,30,0,0,0,23.4,2.0,116.1
2022,1,17,2,30,0,0,0,23.4,1.8,126.53
2022,1,17,3,30,0,0,0,23.4,1.8,134.55
2022,1,17,4,30,0,0,0,23.4,1.8,138.75
2022,1,17,5,30,0,0,0,23.3,1.7000000000000002,137.95000000000002
2022,1,17,6,30,0,0,0,23.4,1.8,132.41
2022,1,17,7,30,0,0,0,23.4,2.0,123.5
2022,1,17,8,30,0,0,0,23.3,2.2,112.56
2022,1,17,9,30,0,0,0,23.3,2.1,100.41
2022,1,17,10,30,9,9,0,23.5,1.8,87.3
2022,1,17,11,30,65,65,0,24.3,1.6,74.18
2022,1,17,12,30,426,179,505,25.700000000000003,1.7000000000000002,60.6
2022,1,17,13,30,547,300,360,27.200000000000003,2.5,46.82
2022,1,17,14,30,483,411,85,28.3,3.5,32.910000000000004
2022,1,17,15,30,959,247,752,29.0,4.0,18.91
2022,1,17,16,30,1020,252,770,29.4,4.1000000000000005,4.89
2022,1,17,17,30,1009,249,771,29.5,3.9,9.19
2022,1,17,18,30,928,237,752,29.5,3.7,23.21
2022,1,17,19,30,781,221,703,29.200000000000003,3.6,37.19
2022,1,17,20,30,502,263,382,28.6,3.5,51.08
2022,1,17,21,30,190,172,43,27.700000000000003,3.5,64.81
2022,1,17,22,30,91,77,70,26.6,3.4000000000000004,78.31
2022,1,17,23,30,0,0,0,26.0,3.3000000000000003,91.6
2022,1,18,0,30,0,0,0,25.1,2.5,104.29
2022,1,18,1,30,0,0,0,24.9,1.9,116.16
2022,1,18,2,30,0,0,0,24.9,1.5,126.62
2022,1,18,3,30,0,0,0,24.8,1.4,134.7
2022,1,18,4,30,0,0,0,24.700000000000003,1.3,138.94
2022,1,18,5,30,0,0,0,24.6,1.2000000000000002,138.17000000000002
2022,1,18,6,30,0,0,0,24.4,1.2000000000000002,132.62
2022,1,18,7,30,0,0,0,24.200000000000003,1.2000000000000002,123.7
2022,1,18,8,30,0,0,0,24.1,1.3,112.73
2022,1,18,9,30,0,0,0,24.0,1.6,100.57
2022,1,18,10,30,16,15,22,24.5,2.0,87.44
2022,1,18,11,30,199,107,340,25.8,2.5,74.31
2022,1,18,12,30,431,156,562,27.1,3.0,60.72
2022,1,18,13,30,655,184,690,28.3,3.8,46.93
2022,1,18,14,30,842,200,765,29.200000000000003,4.4,33.0
2022,1,18,15,30,982,182,846,29.6,4.800000000000001,19.0
2022,1,18,16,30,1042,189,856,29.700000000000003,4.800000000000001,4.95
