Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Version
NSRDB,20012,-,-,-,26.25,73.05,5.5,0,5.5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,unknown
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Pressure
2022,3,22,2,30,0,0,0,23,0.1,9790
2022,3,22,3,30,0,0,0,23,0.1,9790
2022,3,22,4,30,0,0,0,22,0.1,9790
2022,3,22,5,30,0,0,0,22,0.1,9790
2022,3,22,6,30,0,0,0,22,0.1,9790
2022,3,22,7,30,72,68,18,25,0.2,9800
2022,3,22,8,30,246,193,130,28,0.1,9800
2022,3,22,9,30,477,278,332,33,0.1,9800
2022,3,22,10,30,659,324,445,36,0.1,9800
2022,3,22,11,30,502,418,98,37,0.2,9790
2022,3,22,12,30,579,454,138,38,0.2,9780
2022,3,22,13,30,611,448,184,37,0.2,9770
2022,3,22,14,30,690,354,414,36,0.2,9770
2022,3,22,15,30,503,339,240,36,0.2,9760
2022,3,22,16,30,292,251,81,34,0.3,9760
2022,3,22,17,30,143,128,49,32,0.2,9770
2022,3,22,18,30,5,5,0,30,0.2,9770
2022,3,22,19,30,0,0,0,29,0.2,9780
2022,3,22,20,30,0,0,0,29,0.2,9780
2022,3,22,21,30,0,0,0,28,0.2,9780
2022,3,22,22,30,0,0,0,27,0.2,9790
2022,3,22,23,30,0,0,0,26,0.2,9780
2022,3,23,0,30,0,0,0,26,0.2,9780
2022,3,23,1,30,0,0,0,25,0.2,9770
2022,3,23,2,30,0,0,0,24,0.2,9770
2022,3,23,3,30,0,0,0,23,0.2,9770
2022,3,23,4,30,0,0,0,23,0.2,9770
2022,3,23,5,30,0,0,0,22,0.2,9780
2022,3,23,6,30,0,0,0,22,0.2,9790
2022,3,23,7,30,122,76,248,25,0.2,9800
2022,3,23,8,30,351,136,528,29,0.2,9810
2022,3,23,9,30,576,171,673,32,0.2,9810
2022,3,23,10,30,762,193,753,34,0.3,9810
2022,3,23,11,30,890,206,796,35,0.3,9800
2022,3,23,12,30,947,211,814,36,0.4,9790
2022,3,23,13,30,928,210,809,36,0.4,9780
2022,3,23,14,30,834,201,779,36,0.4,9770
2022,3,23,15,30,674,183,720,34,0.4,9770
2022,3,23,16,30,465,155,612,33,0.4,9780
2022,3,23,17,30,231,110,409,31,0.4,9780
2022,3,23,18,30,20,20,0,29,0.4,9790
2022,3,23,19,30,0,0,0,28,0.3,9800
2022,3,23,20,30,0,0,0,27,0.3,9810
2022,3,23,21,30,0,0,0,26,0.3,9810
2022,3,23,22,30,0,0,0,25,0.3,9820
2022,3,23,23,30,0,0,0,25,0.3,9810
2022,3,24,0,30,0,0,0,24,0.3,9810
2022,3,24,1,30,0,0,0,24,0.3,9800
2022,3,24,2,30,0,0,0,23,0.3,9810
2022,3,24,3,30,0,0,0,22,0.3,9800
2022,3,24,4,30,0,0,0,21,0.2,9810
2022,3,24,5,30,0,0,0,21,0.2,9820
2022,3,24,6,30,0,0,0,21,0.2,9830
2022,3,24,7,30,119,85,179,24,0.1,9840
2022,3,24,8,30,355,137,529,29,0.1,9850
2022,3,24,9,30,581,172,675,32,0.1,9850
2022,3,24,10,30,768,194,756,34,0.1,9850
2022,3,24,11,30,898,207,801,36,0.1,9840
2022,3,24,12,30,956,213,820,36,0.2,9830
2022,3,24,13,30,939,211,817,36,0.2,9820
2022,3,24,14,30,847,203,790,36,0.2,9810
2022,3,24,15,30,687,186,733,34,0.3,9810
2022,3,24,16,30,473,156,624,33,0.3,9810
2022,3,24,17,30,233,119,382,30,0.2,9820
2022,3,24,18,30,14,14,0,28,0.2,9820
2022,3,24,19,30,0,0,0,27,0.2,9830
2022,3,24,20,30,0,0,0,26,0.2,9840
2022,3,24,21,30,0,0,0,25,0.2,9840
2022,3,24,22,30,0,0,0,24,0.2,9840
2022,3,24,23,30,0,0,0,24,0.2,9840
2022,3,25,0,30,0,0,0,23,0.2,9840
2022,3,25,1,30,0,0,0,22,0.1,9840
2022,3,25,2,30,0,0,0,22,0.1,9830
2022,3,25,3,30,0,0,0,21,0.1,9830
2022,3,25,4,30,0,0,0,21,0.2,9830
2022,3,25,5,30,0,0,0,20,0.2,9840
2022,3,25,6,30,0,0,0,21,0.2,9840
2022,3,25,7,30,124,87,188,24,0.2,9850
2022,3,25,8,30,359,155,491,28,0.1,9850
2022,3,25,9,30,588,179,671,32,0.1,9860
2022,3,25,10,30,788,197,775,34,0.1,9860
2022,3,25,11,30,917,210,817,36,0.1,9850
2022,3,25,12,30,973,215,833,37,0.1,9840
2022,3,25,13,30,941,336,677,37,0.2,9830
2022,3,25,14,30,0,0,0,36,0.2,9820
2022,3,25,15,30,685,342,499,35,0.2,9810
2022,3,25,16,30,475,156,625,33,0.2,9810
2022,3,25,17,30,235,119,388,30,0.3,9810
2022,3,25,18,30,15,15,0,28,0.3,9810
2022,3,25,19,30,0,0,0,27,0.3,9810
2022,3,25,20,30,0,0,0,26,0.3,9820
2022,3,25,21,30,0,0,0,25,0.3,9820
2022,3,25,22,30,0,0,0,24,0.3,9820
2022,3,25,23,30,0,0,0,23,0.3,9820
2022,3,26,0,30,0,0,0,23,0.3,9820
2022,3,26,1,30,0,0,0,22,0.3,9810
2022,3,26,2,30,0,0,0,22,0.2,9810
2022,3,26,3,30,0,0,0,21,0.2,9810
2022,3,26,4,30,0,0,0,21,0.2,9810
2022,3,26,5,30,0,0,0,21,0.1,9810
2022,3,26,6,30,0,0,0,21,0.1,9810
2022,3,26,7,30,136,81,275,23,0.1,9820
2022,3,26,8,30,345,168,421,26,0.1,9820
2022,3,26,9,30,530,239,475,30,0.1,9830
2022,3,26,10,30,779,229,718,34,0.0,9830
2022,3,26,11,30,879,236,740,37,0.0,9820
2022,3,26,12,30,937,277,723,38,0.0,9810
2022,3,26,13,30,778,391,432,38,0.0,9800
2022,3,26,14,30,561,392,206,37,0.0,9790
2022,3,26,15,30,668,248,610,35,0.1,9780
2022,3,26,16,30,475,157,622,34,0.1,9780
2022,3,26,17,30,237,118,393,31,0.1,9780
2022,3,26,18,30,13,13,0,29,0.2,9790
2022,3,26,19,30,0,0,0,29,0.2,9800
2022,3,26,20,30,0,0,0,28,0.2,9800
2022,3,26,21,30,0,0,0,28,0.2,9800
2022,3,26,22,30,0,0,0,27,0.1,9800
2022,3,26,23,30,0,0,0,26,0.1,9800
2022,3,27,0,30,0,0,0,25,0.1,9790
2022,3,27,1,30,0,0,0,25,0.1,9790
2022,3,27,2,30,0,0,0,24,0.1,9780
2022,3,27,3,30,0,0,0,24,0.1,9780
2022,3,27,4,30,0,0,0,23,0.2,9790
2022,3,27,5,30,0,0,0,23,0.2,9790
2022,3,27,6,30,0,0,0,23,0.2,9800
2022,3,27,7,30,82,76,25,25,0.2,9800
2022,3,27,8,30,286,206,189,27,0.2,9810
2022,3,27,9,30,297,273,38,31,0.1,9810
2022,3,27,10,30,287,276,13,36,0.2,9810
2022,3,27,11,30,247,244,3,38,0.2,9800
2022,3,27,12,30,297,290,7,39,0.2,9790
2022,3,27,13,30,242,236,6,39,0.2,9780
2022,3,27,14,30,431,366,79,38,0.3,9770
2022,3,27,15,30,229,224,7,36,0.3,9770
2022,3,27,16,30,144,144,0,34,0.3,9770
2022,3,27,17,30,148,128,65,32,0.3,9770
2022,3,27,18,30,26,25,1,30,0.3,9780
2022,3,27,19,30,0,0,0,29,0.3,9790
2022,3,27,20,30,0,0,0,28,0.3,9800
2022,3,27,21,30,0,0,0,28,0.3,9810
2022,3,27,22,30,0,0,0,27,0.3,9810
2022,3,27,23,30,0,0,0,26,0.3,9810
2022,3,28,0,30,0,0,0,25,0.3,9810
2022,3,28,1,30,0,0,0,24,0.3,9800
2022,3,28,2,30,0,0,0,23,0.3,9800
2022,3,28,3,30,0,0,0,22,0.2,9800
2022,3,28,4,30,0,0,0,22,0.2,9800
2022,3,28,5,30,0,0,0,21,0.1,9810
2022,3,28,6,30,0,0,0,22,0.1,9820
2022,3,28,7,30,137,81,271,25,0.1,9830
2022,3,28,8,30,366,138,532,28,0.0,9830
2022,3,28,9,30,588,172,671,30,0.0,9840
2022,3,28,10,30,772,193,749,32,0.1,9830
2022,3,28,11,30,898,206,791,33,0.1,9820
2022,3,28,12,30,954,211,809,34,0.2,9820
2022,3,28,13,30,935,210,805,35,0.2,9810
2022,3,28,14,30,841,201,777,34,0.3,9800
2022,3,28,15,30,681,184,719,33,0.3,9790
2022,3,28,16,30,472,156,614,32,0.3,9790
2022,3,28,17,30,235,114,395,29,0.3,9800
2022,3,28,18,30,19,19,0,27,0.3,9800
2022,3,28,19,30,0,0,0,26,0.3,9810
2022,3,28,20,30,0,0,0,25,0.3,9820
2022,3,28,21,30,0,0,0,25,0.3,9830
2022,3,28,22,30,0,0,0,24,0.3,9830
2022,3,28,23,30,0,0,0,23,0.2,9820
2022,3,29,0,30,0,0,0,23,0.2,9820
2022,3,29,1,30,0,0,0,22,0.2,9810
2022,3,29,2,30,0,0,0,22,0.1,9810
2022,3,29,3,30,0,0,0,21,0.1,9810
2022,3,29,4,30,0,0,0,21,0.1,9810
2022,3,29,5,30,0,0,0,21,0.1,9820
2022,3,29,6,30,0,0,0,21,0.1,9820
2022,3,29,7,30,142,94,227,24,0.1,9830
2022,3,29,8,30,374,140,542,29,0.0,9840
2022,3,29,9,30,596,173,678,31,0.1,9840
2022,3,29,10,30,779,194,753,33,0.2,9830
2022,3,29,11,30,903,207,794,35,0.2,9830
2022,3,29,12,30,957,218,802,35,0.3,9820
2022,3,29,13,30,936,210,804,35,0.3,9810
2022,3,29,14,30,841,200,775,35,0.3,9800
2022,3,29,15,30,676,206,677,33,0.3,9800
2022,3,29,16,30,457,193,510,32,0.3,9800
2022,3,29,17,30,230,118,364,29,0.3,9810
2022,3,29,18,30,17,17,0,27,0.2,9810
2022,3,29,19,30,0,0,0,26,0.3,9820
2022,3,29,20,30,0,0,0,26,0.3,9830
2022,3,29,21,30,0,0,0,25,0.2,9830
2022,3,29,22,30,0,0,0,24,0.2,9830
2022,3,29,23,30,0,0,0,23,0.2,9830
2022,3,30,0,30,0,0,0,23,0.2,9820
2022,3,30,1,30,0,0,0,22,0.2,9810
2022,3,30,2,30,0,0,0,22,0.1,9810
2022,3,30,3,30,0,0,0,21,0.1,9800
2022,3,30,4,30,0,0,0,21,0.1,9810
2022,3,30,5,30,0,0,0,21,0.1,9810
2022,3,30,6,30,0,0,0,21,0.1,9820
2022,3,30,7,30,141,95,212,24,0.1,9820
2022,3,30,8,30,384,142,557,29,0.1,9830
2022,3,30,9,30,610,175,692,32,0.1,9830
2022,3,30,10,30,795,197,767,35,0.2,9830
2022,3,30,11,30,920,209,808,36,0.2,9830
2022,3,30,12,30,974,214,823,37,0.2,9820
2022,3,30,13,30,952,212,817,37,0.2,9810
2022,3,30,14,30,856,203,789,37,0.2,9800
2022,3,30,15,30,694,186,731,35,0.3,9790
2022,3,30,16,30,482,158,625,34,0.3,9790
2022,3,30,17,30,245,114,428,31,0.3,9790
2022,3,30,18,30,22,22,0,29,0.2,9790
2022,3,30,19,30,0,0,0,28,0.2,9800
2022,3,30,20,30,0,0,0,27,0.2,9810
2022,3,30,21,30,0,0,0,26,0.2,9820
2022,3,30,22,30,0,0,0,26,0.1,9820
2022,3,30,23,30,0,0,0,25,0.1,9810
2022,3,31,0,30,0,0,0,25,0.1,9810
2022,3,31,1,30,0,0,0,24,0.1,9810
2022,3,31,2,30,0,0,0,24,0.0,9800
2022,3,31,3,30,0,0,0,23,0.0,9800
2022,3,31,4,30,0,0,0,23,0.0,9800
2022,3,31,5,30,0,0,0,22,0.0,9810
2022,3,31,6,30,0,0,0,23,0.0,9810
2022,3,31,7,30,128,100,126,26,0.0,9820
2022,3,31,8,30,392,144,566,30,0.0,9830
2022,3,31,9,30,619,177,701,35,0.0,9830
2022,3,31,10,30,805,198,776,38,0.0,9830
2022,3,31,11,30,931,210,815,39,0.1,9820
2022,3,31,12,30,984,215,830,40,0.1,9810
2022,3,31,13,30,961,213,824,40,0.1,9800
2022,3,31,14,30,864,204,795,39,0.1,9790
2022,3,31,15,30,702,187,738,38,0.1,9790
2022,3,31,16,30,487,159,630,36,0.1,9790
2022,3,31,17,30,249,114,434,33,0.2,9790
2022,3,31,18,30,19,19,0,30,0.2,9800
2022,3,31,19,30,0,0,0,29,0.2,9800
2022,3,31,20,30,0,0,0,28,0.2,9810
2022,3,31,21,30,0,0,0,28,0.2,9810
2022,3,31,22,30,0,0,0,27,0.2,9810
2022,3,31,23,30,0,0,0,26,0.2,9810
2022,4,1,0,30,0,0,0,25,0.2,9800
2022,4,1,1,30,0,0,0,25,0.2,9800
2022,4,1,2,30,0,0,0,24,0.2,9790
2022,4,1,3,30,0,0,0,24,0.1,9790
2022,4,1,4,30,0,0,0,23,0.1,9800
2022,4,1,5,30,0,0,0,22,0.1,9790
2022,4,1,6,30,0,0,0,23,0.1,9800
2022,4,1,7,30,134,103,138,26,0.1,9800
2022,4,1,8,30,369,175,439,30,0.1,9810
2022,4,1,9,30,589,221,580,35,0.1,9820
2022,4,1,10,30,770,238,677,38,0.2,9810
2022,4,1,11,30,895,255,722,39,0.2,9810
2022,4,1,12,30,939,272,718,40,0.2,9800
2022,4,1,13,30,913,275,701,39,0.2,9790
2022,4,1,14,30,825,248,693,39,0.3,9780
2022,4,1,15,30,659,243,595,38,0.3,9770
2022,4,1,16,30,459,208,480,36,0.2,9770
2022,4,1,17,30,215,142,233,33,0.2,9770
2022,4,1,18,30,17,17,0,31,0.2,9770
2022,4,1,19,30,0,0,0,30,0.2,9780
2022,4,1,20,30,0,0,0,29,0.2,9780
2022,4,1,21,30,0,0,0,28,0.2,9790
2022,4,1,22,30,0,0,0,27,0.2,9790
2022,4,1,23,30,0,0,0,26,0.3,9790
2022,4,2,0,30,0,0,0,26,0.3,9780
2022,4,2,1,30,0,0,0,25,0.3,9780
2022,4,2,2,30,0,0,0,24,0.3,9780
2022,4,2,3,30,0,0,0,23,0.3,9770
2022,4,2,4,30,0,0,0,23,0.3,9770
2022,4,2,5,30,0,0,0,22,0.3,9780
2022,4,2,6,30,0,0,0,22,0.3,9790
2022,4,2,7,30,138,105,146,25,0.2,9790
2022,4,2,8,30,372,178,434,30,0.2,9800
2022,4,2,9,30,585,229,558,34,0.2,9800
2022,4,2,10,30,768,246,662,37,0.2,9800
2022,4,2,11,30,879,283,670,38,0.2,9790
2022,4,2,12,30,943,271,722,39,0.3,9780
2022,4,2,13,30,917,274,705,39,0.3,9770
2022,4,2,14,30,828,247,697,39,0.4,9760
2022,4,2,15,30,662,278,547,37,0.4,9760
2022,4,2,16,30,311,249,117,36,0.4,9760
2022,4,2,17,30,43,43,0,34,0.4,9770
2022,4,2,18,30,10,10,0,32,0.4,9780
2022,4,2,19,30,0,0,0,30,0.4,9790
2022,4,2,20,30,0,0,0,29,0.4,9790
2022,4,2,21,30,0,0,0,28,0.3,9800
2022,4,2,22,30,0,0,0,27,0.3,9800
2022,4,2,23,30,0,0,0,26,0.3,9810
2022,4,3,0,30,0,0,0,26,0.3,9800
2022,4,3,1,30,0,0,0,25,0.3,9800
2022,4,3,2,30,0,0,0,24,0.3,9800
2022,4,3,3,30,0,0,0,23,0.2,9810
2022,4,3,4,30,0,0,0,22,0.2,9810
2022,4,3,5,30,0,0,0,22,0.2,9820
2022,4,3,6,30,0,0,0,23,0.2,9830
2022,4,3,7,30,137,106,135,26,0.2,9840
2022,4,3,8,30,371,183,417,31,0.1,9840
2022,4,3,9,30,583,233,545,35,0.0,9840
2022,4,3,10,30,766,253,647,38,0.0,9840
2022,4,3,11,30,883,282,674,39,0.1,9840
2022,4,3,12,30,947,269,726,40,0.1,9830
2022,4,3,13,30,920,272,709,40,0.1,9820
2022,4,3,14,30,830,245,700,40,0.1,9810
2022,4,3,15,30,670,235,619,38,0.1,9810
2022,4,3,16,30,462,209,482,36,0.2,9810
2022,4,3,17,30,219,153,208,34,0.2,9810
2022,4,3,18,30,20,20,0,31,0.2,9820
2022,4,3,19,30,0,0,0,30,0.1,9830
2022,4,3,20,30,0,0,0,29,0.2,9830
2022,4,3,21,30,0,0,0,28,0.2,9830
2022,4,3,22,30,0,0,0,28,0.2,9830
2022,4,3,23,30,0,0,0,27,0.2,9830
2022,4,4,0,30,0,0,0,26,0.1,9820
2022,4,4,1,30,0,0,0,25,0.1,9820
2022,4,4,2,30,0,0,0,25,0.1,9810
2022,4,4,3,30,0,0,0,24,0.1,9820
2022,4,4,4,30,0,0,0,24,0.1,9820
2022,4,4,5,30,0,0,0,23,0.1,9820
2022,4,4,6,30,0,0,0,24,0.2,9830
2022,4,4,7,30,147,109,162,27,0.2,9830
2022,4,4,8,30,375,183,424,32,0.2,9840
2022,4,4,9,30,599,220,588,36,0.2,9840
2022,4,4,10,30,778,247,668,39,0.2,9840
2022,4,4,11,30,887,280,678,41,0.2,9830
2022,4,4,12,30,950,269,727,42,0.2,9820
2022,4,4,13,30,927,266,721,42,0.2,9810
2022,4,4,14,30,831,254,688,42,0.2,9800
2022,4,4,15,30,671,231,624,40,0.2,9800
2022,4,4,16,30,459,200,491,38,0.2,9800
2022,4,4,17,30,221,154,211,36,0.2,9800
2022,4,4,18,30,21,21,0,33,0.2,9800
2022,4,4,19,30,0,0,0,32,0.2,9810
2022,4,4,20,30,0,0,0,31,0.2,9810
2022,4,4,21,30,0,0,0,30,0.3,9820
2022,4,4,22,30,0,0,0,30,0.3,9820
2022,4,4,23,30,0,0,0,29,0.2,9820
2022,4,5,0,30,0,0,0,28,0.2,9820
2022,4,5,1,30,0,0,0,27,0.2,9810
2022,4,5,2,30,0,0,0,27,0.1,9810
2022,4,5,3,30,0,0,0,26,0.0,9800
2022,4,5,4,30,0,0,0,25,0.0,9810
2022,4,5,5,30,0,0,0,25,0.1,9820
2022,4,5,6,30,0,0,0,26,0.1,9820
2022,4,5,7,30,151,110,169,29,0.2,9830
2022,4,5,8,30,385,179,451,34,0.1,9840
2022,4,5,9,30,603,223,586,38,0.1,9840
2022,4,5,10,30,781,243,674,41,0.1,9840
2022,4,5,11,30,898,268,702,42,0.2,9830
2022,4,5,12,30,961,271,735,43,0.2,9820
2022,4,5,13,30,926,269,715,42,0.2,9820
2022,4,5,14,30,828,256,681,41,0.3,9810
2022,4,5,15,30,669,241,606,40,0.3,9800
2022,4,5,16,30,465,209,484,38,0.4,9800
2022,4,5,17,30,223,155,214,36,0.4,9800
2022,4,5,18,30,22,22,0,33,0.3,9810
2022,4,5,19,30,0,0,0,32,0.3,9810
2022,4,5,20,30,0,0,0,31,0.2,9810
2022,4,5,21,30,0,0,0,30,0.2,9820
2022,4,5,22,30,0,0,0,29,0.2,9820
2022,4,5,23,30,0,0,0,29,0.2,9820
2022,4,6,0,30,0,0,0,28,0.2,9810
2022,4,6,1,30,0,0,0,27,0.2,9810
2022,4,6,2,30,0,0,0,26,0.2,9810
2022,4,6,3,30,0,0,0,26,0.3,9800
2022,4,6,4,30,0,0,0,25,0.3,9810
2022,4,6,5,30,0,0,0,24,0.3,9810
2022,4,6,6,30,0,0,0,25,0.3,9810
2022,4,6,7,30,150,107,175,28,0.2,9820
2022,4,6,8,30,366,195,371,32,0.2,9820
2022,4,6,9,30,603,247,546,36,0.3,9830
2022,4,6,10,30,786,248,671,38,0.3,9830
2022,4,6,11,30,888,290,664,40,0.3,9830
2022,4,6,12,30,926,322,642,40,0.3,9820
2022,4,6,13,30,896,325,620,40,0.4,9810
2022,4,6,14,30,814,281,633,39,0.4,9800
2022,4,6,15,30,663,229,614,38,0.4,9790
2022,4,6,16,30,441,240,378,37,0.4,9780
2022,4,6,17,30,167,140,83,35,0.4,9780
2022,4,6,18,30,23,23,0,33,0.3,9790
2022,4,6,19,30,0,0,0,32,0.3,9800
2022,4,6,20,30,0,0,0,31,0.3,9800
2022,4,6,21,30,0,0,0,30,0.3,9810
2022,4,6,22,30,0,0,0,29,0.3,9810
2022,4,6,23,30,0,0,0,29,0.3,9810
2022,4,7,0,30,0,0,0,28,0.3,9800
2022,4,7,1,30,0,0,0,27,0.3,9790
2022,4,7,2,30,0,0,0,27,0.2,9790
2022,4,7,3,30,0,0,0,27,0.2,9800
2022,4,7,4,30,0,0,0,26,0.2,9800
2022,4,7,5,30,0,0,0,25,0.2,9810
2022,4,7,6,30,0,0,0,26,0.2,9820
2022,4,7,7,30,149,113,147,28,0.2,9830
2022,4,7,8,30,384,189,420,33,0.2,9840
2022,4,7,9,30,601,233,562,36,0.2,9840
2022,4,7,10,30,777,260,643,38,0.2,9830
2022,4,7,11,30,898,277,688,40,0.2,9830
2022,4,7,12,30,953,277,717,40,0.2,9820
2022,4,7,13,30,924,281,697,40,0.3,9810
2022,4,7,14,30,833,254,687,40,0.3,9800
2022,4,7,15,30,674,239,612,38,0.3,9800
2022,4,7,16,30,466,213,476,37,0.3,9800
2022,4,7,17,30,228,157,220,34,0.3,9800
2022,4,7,18,30,24,24,0,32,0.3,9810
2022,4,7,19,30,0,0,0,31,0.3,9810
2022,4,7,20,30,0,0,0,30,0.3,9820
2022,4,7,21,30,0,0,0,28,0.4,9830
2022,4,7,22,30,0,0,0,27,0.4,9830
2022,4,7,23,30,0,0,0,26,0.4,9830
2022,4,8,0,30,0,0,0,26,0.3,9830
2022,4,8,1,30,0,0,0,25,0.3,9830
2022,4,8,2,30,0,0,0,24,0.3,9820
2022,4,8,3,30,0,0,0,23,0.3,9820
2022,4,8,4,30,0,0,0,23,0.2,9830
2022,4,8,5,30,0,0,0,22,0.2,9830
2022,4,8,6,30,1,1,0,23,0.2,9840
2022,4,8,7,30,164,116,192,26,0.2,9840
2022,4,8,8,30,396,181,459,31,0.1,9850
2022,4,8,9,30,614,225,591,34,0.1,9850
2022,4,8,10,30,793,240,685,37,0.0,9850
2022,4,8,11,30,908,265,711,38,0.0,9840
2022,4,8,12,30,963,263,741,39,0.1,9830
2022,4,8,13,30,926,280,699,40,0.1,9820
2022,4,8,14,30,835,253,689,39,0.1,9810
2022,4,8,15,30,678,235,622,38,0.1,9800
2022,4,8,16,30,470,210,486,36,0.1,9800
2022,4,8,17,30,229,157,223,33,0.1,9800
2022,4,8,18,30,26,26,0,30,0.1,9810
2022,4,8,19,30,0,0,0,29,0.2,9810
2022,4,8,20,30,0,0,0,28,0.2,9820
2022,4,8,21,30,0,0,0,27,0.2,9820
2022,4,8,22,30,0,0,0,27,0.2,9820
2022,4,8,23,30,0,0,0,26,0.2,9820
2022,4,9,0,30,0,0,0,25,0.2,9820
2022,4,9,1,30,0,0,0,24,0.2,9820
2022,4,9,2,30,0,0,0,24,0.2,9810
2022,4,9,3,30,0,0,0,23,0.1,9820
2022,4,9,4,30,0,0,0,23,0.1,9820
2022,4,9,5,30,0,0,0,22,0.1,9820
2022,4,9,6,30,1,1,0,23,0.1,9830
2022,4,9,7,30,168,117,199,27,0.1,9830
2022,4,9,8,30,399,181,462,31,0.1,9830
2022,4,9,9,30,617,226,592,36,0.0,9840
2022,4,9,10,30,796,240,687,39,0.0,9830
2022,4,9,11,30,904,275,693,40,0.1,9830
2022,4,9,12,30,958,276,720,41,0.1,9820
2022,4,9,13,30,928,279,700,41,0.1,9820
2022,4,9,14,30,837,253,690,40,0.1,9810
2022,4,9,15,30,680,236,622,39,0.1,9810
2022,4,9,16,30,469,212,480,36,0.1,9810
2022,4,9,17,30,231,158,225,34,0.1,9810
2022,4,9,18,30,27,27,0,31,0.2,9820
2022,4,9,19,30,0,0,0,30,0.2,9820
2022,4,9,20,30,0,0,0,29,0.2,9830
2022,4,9,21,30,0,0,0,28,0.2,9830
2022,4,9,22,30,0,0,0,27,0.2,9830
2022,4,9,23,30,0,0,0,26,0.2,9830
2022,4,10,0,30,0,0,0,25,0.2,9820
2022,4,10,1,30,0,0,0,25,0.2,9810
2022,4,10,2,30,0,0,0,24,0.2,9810
2022,4,10,3,30,0,0,0,23,0.1,9810
2022,4,10,4,30,0,0,0,23,0.1,9810
2022,4,10,5,30,0,0,0,23,0.0,9820
2022,4,10,6,30,1,1,0,23,0.0,9830
2022,4,10,7,30,172,113,228,27,0.1,9840
2022,4,10,8,30,403,183,464,31,0.1,9850
2022,4,10,9,30,619,227,590,36,0.0,9850
2022,4,10,10,30,800,241,688,39,0.0,9840
2022,4,10,11,30,914,262,717,40,0.0,9840
2022,4,10,12,30,968,264,742,42,0.0,9830
2022,4,10,13,30,931,277,704,42,0.0,9810
2022,4,10,14,30,839,251,693,41,0.1,9810
2022,4,10,15,30,680,238,618,40,0.1,9800
2022,4,10,16,30,472,213,483,38,0.2,9800
2022,4,10,17,30,233,158,228,35,0.2,9800
2022,4,10,18,30,28,28,0,32,0.3,9810
2022,4,10,19,30,0,0,0,31,0.3,9810
2022,4,10,20,30,0,0,0,30,0.3,9820
2022,4,10,21,30,0,0,0,29,0.3,9820
2022,4,10,22,30,0,0,0,28,0.3,9820
2022,4,10,23,30,0,0,0,27,0.3,9820
2022,4,11,0,30,0,0,0,26,0.3,9810
2022,4,11,1,30,0,0,0,26,0.3,9810
2022,4,11,2,30,0,0,0,25,0.2,9800
2022,4,11,3,30,0,0,0,24,0.2,9810
2022,4,11,4,30,0,0,0,24,0.1,9810
2022,4,11,5,30,0,0,0,23,0.1,9820
2022,4,11,6,30,2,2,0,24,0.1,9820
2022,4,11,7,30,171,120,194,27,0.1,9830
2022,4,11,8,30,406,183,467,32,0.1,9830
2022,4,11,9,30,623,227,594,37,0.1,9830
2022,4,11,10,30,803,241,689,40,0.1,9830
2022,4,11,11,30,911,273,699,41,0.2,9820
2022,4,11,12,30,971,265,742,42,0.2,9810
2022,4,11,13,30,941,262,730,42,0.2,9800
2022,4,11,14,30,846,248,703,42,0.2,9790
2022,4,11,15,30,682,238,620,40,0.3,9790
2022,4,11,16,30,473,211,486,38,0.3,9780
2022,4,11,17,30,235,159,231,36,0.3,9790
2022,4,11,18,30,26,26,0,33,0.2,9790
2022,4,11,19,30,0,0,0,32,0.2,9800
2022,4,11,20,30,0,0,0,31,0.2,9800
2022,4,11,21,30,0,0,0,30,0.2,9810
2022,4,11,22,30,0,0,0,29,0.2,9810
2022,4,11,23,30,0,0,0,28,0.2,9810
2022,4,12,0,30,0,0,0,27,0.2,9800
2022,4,12,1,30,0,0,0,27,0.2,9800
2022,4,12,2,30,0,0,0,26,0.1,9790
2022,4,12,3,30,0,0,0,25,0.1,9790
2022,4,12,4,30,0,0,0,25,0.0,9790
2022,4,12,5,30,0,0,0,24,0.0,9790
2022,4,12,6,30,4,4,0,25,0.1,9800
2022,4,12,7,30,175,122,201,28,0.2,9800
2022,4,12,8,30,410,184,469,32,0.2,9810
2022,4,12,9,30,627,228,596,37,0.2,9820
2022,4,12,10,30,806,243,689,40,0.2,9810
2022,4,12,11,30,921,260,723,42,0.2,9810
2022,4,12,12,30,974,267,742,42,0.2,9800
2022,4,12,13,30,936,275,709,43,0.2,9790
2022,4,12,14,30,844,250,698,42,0.3,9780
2022,4,12,15,30,684,237,622,41,0.3,9780
2022,4,12,16,30,476,230,455,39,0.3,9770
2022,4,12,17,30,211,150,183,37,0.2,9780
2022,4,12,18,30,35,34,3,33,0.2,9780
2022,4,12,19,30,0,0,0,32,0.3,9790
2022,4,12,20,30,0,0,0,31,0.3,9790
2022,4,12,21,30,0,0,0,31,0.3,9800
2022,4,12,22,30,0,0,0,30,0.4,9800
2022,4,12,23,30,0,0,0,29,0.4,9790
2022,4,13,0,30,0,0,0,28,0.4,9790
2022,4,13,1,30,0,0,0,27,0.4,9790
2022,4,13,2,30,0,0,0,26,0.4,9780
2022,4,13,3,30,0,0,0,25,0.4,9780
