Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,182708,-,-,-,37.37,-5.98,0,14,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Speed,Pressure,Solar Zenith Angle
2022,1,1,0,30,0,0,0,6.7,1.5,1026,165.41
2022,1,1,1,30,0,0,0,6.300000000000001,1.6,1026,162.36
2022,1,1,2,30,0,0,0,6.0,1.6,1027,152.81
2022,1,1,3,30,0,0,0,5.7,1.5,1027,141.4
2022,1,1,4,30,0,0,0,5.4,1.6,1027,129.53
2022,1,1,5,30,0,0,0,5.1000000000000005,1.6,1027,117.67
2022,1,1,6,30,0,0,0,4.800000000000001,1.7000000000000002,1027,106.06
2022,1,1,7,30,0,0,0,5.1000000000000005,1.8,1028,94.95
2022,1,1,8,30,73,28,470,6.9,2.0,1028,84.46000000000001
2022,1,1,9,30,235,49,736,9.0,1.9,1029,75.37
2022,1,1,10,30,380,59,850,11.4,1.8,1029,67.89
2022,1,1,11,30,477,63,902,14.2,2.4000000000000004,1029,62.68
2022,1,1,12,30,347,243,210,16.400000000000002,2.2,1028,60.39
2022,1,1,13,30,498,65,903,17.5,1.9,1027,61.34
2022,1,1,14,30,420,61,861,17.7,1.9,1026,65.39
2022,1,1,15,30,295,54,781,16.6,1.7000000000000002,1026,72.01
2022,1,1,16,30,137,39,596,13.5,1.2000000000000002,1026,80.51
2022,1,1,17,30,0,0,0,10.8,1.5,1026,89.94
2022,1,1,18,30,0,0,0,9.6,1.8,1027,101.33
2022,1,1,19,30,0,0,0,8.9,2.1,1028,112.76
2022,1,1,20,30,0,0,0,8.1,2.1,1028,124.55
2022,1,1,21,30,0,0,0,7.4,2.0,1028,136.45
2022,1,1,22,30,0,0,0,6.800000000000001,1.7000000000000002,1028,148.13
2022,1,1,23,30,0,0,0,6.300000000000001,1.5,1028,158.74
2022,1,2,0,30,0,0,0,5.800000000000001,1.5,1028,165.31
2022,1,2,1,30,0,0,0,5.5,1.4,1028,162.35
2022,1,2,2,30,0,0,0,5.300000000000001,1.5,1028,152.84
2022,1,2,3,30,0,0,0,5.5,1.6,1027,141.45000000000002
2022,1,2,4,30,0,0,0,5.7,1.8,1027,129.58
2022,1,2,5,30,0,0,0,5.9,2.1,1027,117.71
2022,1,2,6,30,0,0,0,6.0,2.2,1028,106.1
2022,1,2,7,30,0,0,0,6.4,2.1,1028,94.98
2022,1,2,8,30,69,31,388,8.1,2.6,1028,84.47
2022,1,2,9,30,226,56,674,10.6,2.8000000000000003,1029,75.37
2022,1,2,10,30,366,66,796,13.3,2.9000000000000004,1029,67.86
2022,1,2,11,30,461,70,849,15.7,3.0,1028,62.63
2022,1,2,12,30,501,71,867,17.2,3.1,1027,60.31
2022,1,2,13,30,483,69,861,18.0,3.1,1027,61.24
2022,1,2,14,30,408,63,825,18.2,2.9000000000000004,1026,65.27
2022,1,2,15,30,283,60,714,17.2,2.4000000000000004,1026,71.87
2022,1,2,16,30,131,42,532,14.5,1.3,1026,80.37
2022,1,2,17,30,0,0,0,12.0,1.3,1026,89.83
2022,1,2,18,30,0,0,0,11.2,1.4,1027,101.2
2022,1,2,19,30,0,0,0,10.5,1.5,1027,112.62
2022,1,2,20,30,0,0,0,9.9,1.5,1027,124.41
2022,1,2,21,30,0,0,0,9.4,1.4,1027,136.31
2022,1,2,22,30,0,0,0,9.0,1.3,1027,147.99
2022,1,2,23,30,0,0,0,8.6,1.3,1027,158.6
2022,1,3,0,30,0,0,0,8.4,1.3,1026,165.20000000000002
2022,1,3,1,30,0,0,0,8.3,1.3,1026,162.33
2022,1,3,2,30,0,0,0,8.200000000000001,1.4,1027,152.87
2022,1,3,3,30,0,0,0,8.200000000000001,1.5,1026,141.49
2022,1,3,4,30,0,0,0,8.1,1.5,1026,129.63
2022,1,3,5,30,0,0,0,8.1,1.6,1027,117.76
2022,1,3,6,30,0,0,0,8.0,1.5,1027,106.14
2022,1,3,7,30,0,0,0,8.6,1.6,1027,95.0
2022,1,3,8,30,67,28,407,11.1,2.1,1027,84.48
2022,1,3,9,30,10,10,0,13.9,2.7,1028,75.36
2022,1,3,10,30,85,85,0,16.7,3.1,1028,67.83
2022,1,3,11,30,200,196,8,18.5,3.1,1027,62.57
2022,1,3,12,30,502,74,863,19.8,3.2,1026,60.22
2022,1,3,13,30,486,73,855,20.5,3.3000000000000003,1025,61.120000000000005
2022,1,3,14,30,412,68,819,20.700000000000003,3.1,1024,65.14
2022,1,3,15,30,289,58,738,19.6,2.4000000000000004,1024,71.73
2022,1,3,16,30,136,41,560,16.6,1.3,1024,80.23
2022,1,3,17,30,0,0,0,13.9,1.4,1024,89.71000000000001
2022,1,3,18,30,0,0,0,12.9,1.6,1025,101.05
2022,1,3,19,30,0,0,0,12.2,1.8,1025,112.48
2022,1,3,20,30,0,0,0,11.5,2.0,1025,124.27
2022,1,3,21,30,0,0,0,10.9,2.0,1025,136.17000000000002
2022,1,3,22,30,0,0,0,10.3,1.8,1025,147.84
2022,1,3,23,30,0,0,0,9.8,1.7000000000000002,1025,158.45000000000002
2022,1,4,0,30,0,0,0,9.4,1.5,1024,165.08
2022,1,4,1,30,0,0,0,9.1,1.3,1024,162.3
2022,1,4,2,30,0,0,0,8.8,1.2000000000000002,1024,152.88
2022,1,4,3,30,0,0,0,8.5,1.1,1024,141.53
2022,1,4,4,30,0,0,0,8.4,1.1,1023,129.67000000000002
2022,1,4,5,30,0,0,0,8.200000000000001,1.1,1023,117.79
2022,1,4,6,30,0,0,0,8.1,1.1,1023,106.17
2022,1,4,7,30,0,0,0,8.6,1.2000000000000002,1024,95.02
2022,1,4,8,30,68,29,410,11.1,1.8,1024,84.49
2022,1,4,9,30,8,8,0,13.9,2.4000000000000004,1024,75.34
2022,1,4,10,30,367,67,793,16.5,2.6,1024,67.79
2022,1,4,11,30,467,72,856,18.3,2.6,1023,62.5
2022,1,4,12,30,81,81,0,19.4,2.5,1022,60.120000000000005
2022,1,4,13,30,76,76,0,20.0,2.4000000000000004,1021,61.0
2022,1,4,14,30,420,67,834,19.9,2.2,1020,65.0
2022,1,4,15,30,33,33,0,18.7,1.8,1019,71.59
2022,1,4,16,30,39,39,0,15.9,1.1,1019,80.09
2022,1,4,17,30,0,0,0,13.2,1.2000000000000002,1019,89.59
2022,1,4,18,30,0,0,0,12.3,1.2000000000000002,1020,100.91
2022,1,4,19,30,0,0,0,11.7,1.2000000000000002,1020,112.34
2022,1,4,20,30,0,0,0,11.3,1.0,1019,124.13
2022,1,4,21,30,0,0,0,11.0,0.9,1019,136.03
2022,1,4,22,30,0,0,0,10.9,0.9,1018,147.70000000000002
2022,1,4,23,30,0,0,0,10.8,1.0,1018,158.3
2022,1,5,0,30,0,0,0,10.5,1.0,1017,164.96
2022,1,5,1,30,0,0,0,10.5,1.1,1016,162.26
2022,1,5,2,30,0,0,0,10.6,1.2000000000000002,1015,152.9
2022,1,5,3,30,0,0,0,10.7,1.3,1014,141.56
2022,1,5,4,30,0,0,0,10.7,1.4,1014,129.7
2022,1,5,5,30,0,0,0,10.6,1.4,1013,117.82
2022,1,5,6,30,0,0,0,10.5,1.4,1013,106.19
2022,1,5,7,30,0,0,0,10.9,1.7000000000000002,1013,95.03
2022,1,5,8,30,18,18,0,12.3,2.4000000000000004,1012,84.49
2022,1,5,9,30,8,8,0,13.5,3.3000000000000003,1011,75.32000000000001
2022,1,5,10,30,15,15,0,14.6,4.1000000000000005,1011,67.74
2022,1,5,11,30,62,62,0,15.4,4.800000000000001,1009,62.42
2022,1,5,12,30,41,41,0,15.9,5.4,1008,60.02
2022,1,5,13,30,82,82,0,16.2,5.800000000000001,1006,60.870000000000005
2022,1,5,14,30,61,61,0,16.0,5.9,1005,64.86
2022,1,5,15,30,33,33,0,15.3,5.5,1004,71.44
2022,1,5,16,30,60,60,1,14.3,5.1000000000000005,1003,79.94
2022,1,5,17,30,0,0,0,13.6,5.1000000000000005,1002,89.46000000000001
2022,1,5,18,30,0,0,0,13.4,5.5,1001,100.76
2022,1,5,19,30,0,0,0,13.4,5.5,1000,112.19
2022,1,5,20,30,0,0,0,13.5,5.4,999,123.98
2022,1,5,21,30,0,0,0,13.5,4.9,998,135.88
2022,1,5,22,30,0,0,0,13.3,4.4,997,147.55
2022,1,5,23,30,0,0,0,12.4,4.0,997,158.15
2022,1,6,0,30,0,0,0,11.1,3.8,997,164.83
2022,1,6,1,30,0,0,0,9.9,3.6,996,162.21
2022,1,6,2,30,0,0,0,9.0,3.4000000000000004,995,152.91
2022,1,6,3,30,0,0,0,8.4,3.4000000000000004,995,141.58
2022,1,6,4,30,0,0,0,8.1,3.5,994,129.73
2022,1,6,5,30,0,0,0,7.800000000000001,3.6,994,117.85
2022,1,6,6,30,0,0,0,7.5,3.7,994,106.21
2022,1,6,7,30,0,0,0,7.4,3.9,994,95.04
2022,1,6,8,30,21,21,0,7.6,4.1000000000000005,994,84.48
2022,1,6,9,30,81,79,6,8.200000000000001,4.4,995,75.29
2022,1,6,10,30,243,203,106,9.3,4.7,995,67.68
2022,1,6,11,30,323,233,195,10.9,5.0,995,62.34
2022,1,6,12,30,398,236,323,12.3,5.300000000000001,994,59.91
2022,1,6,13,30,495,151,705,12.9,5.6000000000000005,994,60.74
2022,1,6,14,30,447,63,899,12.9,5.6000000000000005,994,64.71000000000001
2022,1,6,15,30,318,55,823,12.0,4.9,995,71.29
2022,1,6,16,30,155,40,651,9.7,3.3000000000000003,995,79.78
2022,1,6,17,30,0,0,0,6.800000000000001,2.1,996,89.32000000000001
2022,1,6,18,30,0,0,0,5.7,2.0,997,100.6
2022,1,6,19,30,0,0,0,5.0,1.8,997,112.04
2022,1,6,20,30,0,0,0,4.3,1.7000000000000002,998,123.83
2022,1,6,21,30,0,0,0,3.7,1.6,998,135.73
2022,1,6,22,30,0,0,0,3.3000000000000003,1.7000000000000002,998,147.4
2022,1,6,23,30,0,0,0,3.0,1.8,997,157.99
2022,1,7,0,30,0,0,0,2.7,1.9,997,164.69
2022,1,7,1,30,0,0,0,2.4000000000000004,2.1,997,162.16
2022,1,7,2,30,0,0,0,2.1,2.1,996,152.91
2022,1,7,3,30,0,0,0,1.8,2.0,996,141.6
2022,1,7,4,30,0,0,0,1.7000000000000002,2.1,995,129.76
2022,1,7,5,30,0,0,0,1.7000000000000002,2.3000000000000003,995,117.87
2022,1,7,6,30,0,0,0,2.0,2.3000000000000003,996,106.22
2022,1,7,7,30,0,0,0,2.4000000000000004,2.2,996,95.04
2022,1,7,8,30,42,41,6,3.5,2.3000000000000003,996,84.46000000000001
2022,1,7,9,30,139,123,64,5.1000000000000005,2.2,997,75.26
2022,1,7,10,30,243,184,153,6.800000000000001,2.2,997,67.62
2022,1,7,11,30,328,243,182,8.0,2.3000000000000003,997,62.25
2022,1,7,12,30,439,191,493,8.9,2.5,996,59.79
2022,1,7,13,30,425,186,486,9.4,2.7,996,60.6
2022,1,7,14,30,356,172,429,9.7,2.7,996,64.56
2022,1,7,15,30,244,140,321,9.4,2.1,996,71.13
2022,1,7,16,30,112,92,109,8.200000000000001,1.2000000000000002,997,79.62
2022,1,7,17,30,0,0,0,7.1000000000000005,1.0,997,89.18
2022,1,7,18,30,0,0,0,6.800000000000001,1.0,998,100.45
2022,1,7,19,30,0,0,0,6.7,1.0,998,111.89
2022,1,7,20,30,0,0,0,6.6000000000000005,1.0,999,123.68
2022,1,7,21,30,0,0,0,6.4,0.9,999,135.58
2022,1,7,22,30,0,0,0,6.4,0.9,999,147.24
2022,1,7,23,30,0,0,0,6.4,0.8,999,157.83
2022,1,8,0,30,0,0,0,6.300000000000001,0.7000000000000001,999,164.54
2022,1,8,1,30,0,0,0,6.2,0.6000000000000001,999,162.1
2022,1,8,2,30,0,0,0,6.1000000000000005,0.6000000000000001,1000,152.9
2022,1,8,3,30,0,0,0,5.800000000000001,0.7000000000000001,1000,141.61
2022,1,8,4,30,0,0,0,5.4,0.9,1000,129.77
2022,1,8,5,30,0,0,0,5.2,1.1,1000,117.89
2022,1,8,6,30,0,0,0,5.2,1.4,1001,106.23
2022,1,8,7,30,0,0,0,5.300000000000001,1.9,1002,95.04
2022,1,8,8,30,25,25,0,5.7,2.7,1003,84.44
2022,1,8,9,30,87,86,6,6.4,3.2,1003,75.21000000000001
2022,1,8,10,30,145,141,12,7.5,3.4000000000000004,1004,67.55
2022,1,8,11,30,182,175,15,8.8,3.5,1004,62.15
2022,1,8,12,30,193,185,16,9.9,3.5,1004,59.66
2022,1,8,13,30,19,19,0,10.6,3.5,1004,60.45
2022,1,8,14,30,321,231,207,10.9,3.2,1004,64.4
2022,1,8,15,30,222,172,153,10.5,2.4000000000000004,1005,70.96000000000001
2022,1,8,16,30,31,31,0,8.8,1.3,1006,79.46000000000001
2022,1,8,17,30,0,0,0,6.7,1.1,1007,89.04
2022,1,8,18,30,0,0,0,5.7,1.2000000000000002,1008,100.29
2022,1,8,19,30,0,0,0,5.0,1.2000000000000002,1008,111.73
2022,1,8,20,30,0,0,0,4.4,1.2000000000000002,1009,123.53
2022,1,8,21,30,0,0,0,3.9,1.3,1010,135.43
2022,1,8,22,30,0,0,0,3.6,1.2000000000000002,1010,147.08
2022,1,8,23,30,0,0,0,3.5,1.1,1010,157.67000000000002
2022,1,9,0,30,0,0,0,3.7,1.0,1010,164.39
2022,1,9,1,30,0,0,0,3.6,0.7000000000000001,1011,162.03
2022,1,9,2,30,0,0,0,3.2,0.6000000000000001,1011,152.89
2022,1,9,3,30,0,0,0,3.0,0.7000000000000001,1012,141.62
2022,1,9,4,30,0,0,0,2.8000000000000003,0.8,1012,129.79
2022,1,9,5,30,0,0,0,3.0,0.9,1012,117.9
2022,1,9,6,30,0,0,0,3.1,1.0,1012,106.23
2022,1,9,7,30,0,0,0,3.7,1.1,1012,95.03
2022,1,9,8,30,4,4,0,5.5,1.5,1013,84.41
2022,1,9,9,30,16,16,0,7.4,2.3000000000000003,1013,75.16
2022,1,9,10,30,90,89,4,9.4,2.8000000000000003,1013,67.48
2022,1,9,11,30,134,132,5,11.5,3.2,1013,62.05
2022,1,9,12,30,144,142,4,12.1,3.4000000000000004,1012,59.53
2022,1,9,13,30,86,85,1,12.0,3.3000000000000003,1011,60.29
2022,1,9,14,30,80,80,1,11.9,3.1,1011,64.23
2022,1,9,15,30,80,78,4,11.7,3.1,1011,70.79
2022,1,9,16,30,6,6,0,11.4,3.1,1011,79.29
2022,1,9,17,30,2,2,0,11.3,3.2,1011,88.9
2022,1,9,18,30,0,0,0,11.5,3.4000000000000004,1011,100.13
2022,1,9,19,30,0,0,0,11.8,3.6,1011,111.58
2022,1,9,20,30,0,0,0,12.1,3.3000000000000003,1010,123.37
2022,1,9,21,30,0,0,0,12.3,2.8000000000000003,1010,135.27
2022,1,9,22,30,0,0,0,12.6,2.5,1010,146.92000000000002
2022,1,9,23,30,0,0,0,12.6,2.5,1010,157.5
2022,1,10,0,30,0,0,0,12.1,2.8000000000000003,1010,164.23
2022,1,10,1,30,0,0,0,11.3,2.9000000000000004,1011,161.95000000000002
2022,1,10,2,30,0,0,0,10.1,2.7,1012,152.86
2022,1,10,3,30,0,0,0,8.700000000000001,2.2,1013,141.62
2022,1,10,4,30,0,0,0,7.7,1.9,1013,129.79
2022,1,10,5,30,0,0,0,7.4,1.6,1014,117.9
2022,1,10,6,30,0,0,0,7.5,1.4,1015,106.23
2022,1,10,7,30,0,0,0,7.9,1.6,1016,95.01
2022,1,10,8,30,5,5,0,8.8,1.7000000000000002,1017,84.38
2022,1,10,9,30,33,33,0,9.8,1.8,1018,75.11
2022,1,10,10,30,189,185,11,11.6,2.4000000000000004,1018,67.39
2022,1,10,11,30,475,81,838,13.9,3.4000000000000004,1017,61.93
2022,1,10,12,30,134,134,0,15.6,4.3,1017,59.39
2022,1,10,13,30,329,291,77,16.3,4.9,1016,60.13
2022,1,10,14,30,431,79,804,16.3,5.0,1016,64.06
2022,1,10,15,30,308,70,714,15.6,4.4,1016,70.61
2022,1,10,16,30,5,5,0,14.5,3.7,1016,79.12
2022,1,10,17,30,2,2,0,13.2,3.4000000000000004,1017,88.75
2022,1,10,18,30,0,0,0,12.7,3.4000000000000004,1017,99.96
2022,1,10,19,30,0,0,0,12.3,3.4000000000000004,1018,111.42
2022,1,10,20,30,0,0,0,11.4,3.0,1018,123.21
2022,1,10,21,30,0,0,0,10.0,2.4000000000000004,1019,135.11
2022,1,10,22,30,0,0,0,8.6,2.3000000000000003,1019,146.76
2022,1,10,23,30,0,0,0,7.300000000000001,2.1,1019,157.32
2022,1,11,0,30,0,0,0,6.2,2.0,1020,164.06
2022,1,11,1,30,0,0,0,5.6000000000000005,1.8,1020,161.86
2022,1,11,2,30,0,0,0,5.300000000000001,1.7000000000000002,1020,152.84
2022,1,11,3,30,0,0,0,5.4,1.7000000000000002,1021,141.62
2022,1,11,4,30,0,0,0,5.4,1.6,1020,129.79
2022,1,11,5,30,0,0,0,5.5,1.5,1021,117.9
2022,1,11,6,30,0,0,0,5.4,1.5,1021,106.22
2022,1,11,7,30,0,0,0,5.300000000000001,1.5,1022,94.99
2022,1,11,8,30,68,36,317,5.800000000000001,1.7000000000000002,1022,84.34
2022,1,11,9,30,228,68,622,7.300000000000001,2.2,1022,75.05
2022,1,11,10,30,377,81,765,9.8,3.1,1022,67.3
2022,1,11,11,30,484,84,846,12.5,4.0,1021,61.81
2022,1,11,12,30,277,260,33,14.4,4.6000000000000005,1020,59.24
2022,1,11,13,30,521,74,894,15.3,4.800000000000001,1020,59.97
2022,1,11,14,30,276,252,55,15.4,4.6000000000000005,1019,63.88
2022,1,11,15,30,180,174,17,14.7,3.8,1019,70.43
2022,1,11,16,30,21,21,0,12.5,2.5,1019,78.94
2022,1,11,17,30,17,13,160,9.8,1.8,1019,88.59
2022,1,11,18,30,0,0,0,8.9,1.7000000000000002,1020,99.8
2022,1,11,19,30,0,0,0,8.0,1.6,1020,111.25
2022,1,11,20,30,0,0,0,7.1000000000000005,1.5,1020,123.05
2022,1,11,21,30,0,0,0,6.4,1.5,1021,134.95
2022,1,11,22,30,0,0,0,5.7,1.5,1021,146.59
2022,1,11,23,30,0,0,0,5.1000000000000005,1.4,1021,157.14
2022,1,12,0,30,0,0,0,4.5,1.4,1021,163.89
2022,1,12,1,30,0,0,0,3.9,1.2000000000000002,1020,161.77
2022,1,12,2,30,0,0,0,3.3000000000000003,1.2000000000000002,1020,152.8
2022,1,12,3,30,0,0,0,2.7,1.2000000000000002,1019,141.61
2022,1,12,4,30,0,0,0,2.3000000000000003,1.2000000000000002,1019,129.79
2022,1,12,5,30,0,0,0,2.0,1.3,1019,117.89
2022,1,12,6,30,0,0,0,1.8,1.3,1019,106.2
2022,1,12,7,30,0,0,0,2.5,1.3,1020,94.96
2022,1,12,8,30,22,22,0,5.300000000000001,1.7000000000000002,1020,84.3
2022,1,12,9,30,107,106,2,7.9,1.7000000000000002,1020,74.98
2022,1,12,10,30,391,64,846,10.6,1.2000000000000002,1020,67.21000000000001
2022,1,12,11,30,497,68,906,12.7,0.6000000000000001,1019,61.690000000000005
2022,1,12,12,30,544,78,907,13.8,0.5,1018,59.08
2022,1,12,13,30,528,77,896,14.1,0.4,1017,59.79
2022,1,12,14,30,455,72,864,14.1,0.4,1017,63.690000000000005
2022,1,12,15,30,100,97,8,13.5,0.5,1017,70.25
2022,1,12,16,30,111,99,62,12.0,0.4,1017,78.76
2022,1,12,17,30,10,10,0,10.6,0.6000000000000001,1017,88.43
2022,1,12,18,30,0,0,0,10.0,0.7000000000000001,1017,99.63
2022,1,12,19,30,0,0,0,9.3,0.7000000000000001,1017,111.09
2022,1,12,20,30,0,0,0,8.6,0.8,1016,122.89
2022,1,12,21,30,0,0,0,8.1,0.8,1016,134.79
2022,1,12,22,30,0,0,0,7.6,0.9,1016,146.42000000000002
2022,1,12,23,30,0,0,0,7.1000000000000005,0.9,1015,156.96
2022,1,13,0,30,0,0,0,6.800000000000001,0.8,1015,163.71
2022,1,13,1,30,0,0,0,6.6000000000000005,0.8,1015,161.66
2022,1,13,2,30,0,0,0,6.4,0.8,1014,152.76
2022,1,13,3,30,0,0,0,6.300000000000001,0.8,1013,141.59
2022,1,13,4,30,0,0,0,6.300000000000001,0.8,1013,129.78
2022,1,13,5,30,0,0,0,6.1000000000000005,0.9,1013,117.88
2022,1,13,6,30,0,0,0,5.9,1.0,1013,106.18
2022,1,13,7,30,0,0,0,6.0,1.0,1013,94.93
2022,1,13,8,30,22,22,0,7.6,1.4,1013,84.25
2022,1,13,9,30,8,8,0,9.8,2.4000000000000004,1014,74.9
2022,1,13,10,30,113,110,9,11.4,3.1,1014,67.1
2022,1,13,11,30,32,32,0,12.4,3.4000000000000004,1013,61.55
2022,1,13,12,30,22,22,0,13.0,3.2,1013,58.92
2022,1,13,13,30,64,64,0,13.7,3.1,1012,59.61
2022,1,13,14,30,442,85,801,14.2,3.1,1012,63.51
2022,1,13,15,30,321,72,731,13.9,2.6,1012,70.06
2022,1,13,16,30,165,50,581,11.9,1.6,1013,78.58
2022,1,13,17,30,19,15,153,9.3,1.5,1013,88.27
2022,1,13,18,30,0,0,0,8.3,1.5,1014,99.46
2022,1,13,19,30,0,0,0,7.5,1.6,1015,110.92
2022,1,13,20,30,0,0,0,6.7,1.5,1015,122.73
2022,1,13,21,30,0,0,0,6.1000000000000005,1.4,1015,134.62
2022,1,13,22,30,0,0,0,5.6000000000000005,1.4,1015,146.25
2022,1,13,23,30,0,0,0,5.5,1.3,1015,156.78
2022,1,14,0,30,0,0,0,5.7,1.2000000000000002,1015,163.52
2022,1,14,1,30,0,0,0,6.0,1.0,1015,161.55
2022,1,14,2,30,0,0,0,6.2,1.0,1015,152.71
2022,1,14,3,30,0,0,0,6.2,1.1,1014,141.57
2022,1,14,4,30,0,0,0,6.300000000000001,1.0,1014,129.76
2022,1,14,5,30,0,0,0,6.5,1.1,1014,117.86
2022,1,14,6,30,0,0,0,6.6000000000000005,1.2000000000000002,1014,106.15
2022,1,14,7,30,0,0,0,6.7,1.1,1014,94.89
2022,1,14,8,30,4,4,0,7.2,1.2000000000000002,1014,84.19
2022,1,14,9,30,5,5,0,7.9,1.3,1014,74.82000000000001
2022,1,14,10,30,114,111,6,8.8,1.7000000000000002,1015,66.99
2022,1,14,11,30,294,240,113,9.8,2.0,1014,61.41
2022,1,14,12,30,221,219,4,10.8,2.2,1013,58.75
2022,1,14,13,30,525,79,876,11.4,2.4000000000000004,1013,59.42
2022,1,14,14,30,455,72,853,11.7,2.5,1012,63.31
2022,1,14,15,30,331,61,786,11.3,2.2,1012,69.87
2022,1,14,16,30,173,44,638,9.5,1.5,1012,78.39
2022,1,14,17,30,6,6,0,7.1000000000000005,1.3,1013,88.10000000000001
2022,1,14,18,30,0,0,0,6.1000000000000005,1.4,1013,99.28
2022,1,14,19,30,0,0,0,5.4,1.5,1014,110.75
2022,1,14,20,30,0,0,0,4.7,1.5,1015,122.56
2022,1,14,21,30,0,0,0,4.1000000000000005,1.6,1015,134.46
2022,1,14,22,30,0,0,0,3.5,1.6,1015,146.08
2022,1,14,23,30,0,0,0,3.0,1.6,1015,156.59
2022,1,15,0,30,0,0,0,2.5,1.7000000000000002,1015,163.33
2022,1,15,1,30,0,0,0,2.3000000000000003,1.9,1015,161.43
2022,1,15,2,30,0,0,0,2.2,2.2,1015,152.66
2022,1,15,3,30,0,0,0,2.1,2.5,1015,141.54
2022,1,15,4,30,0,0,0,2.0,2.7,1016,129.74
2022,1,15,5,30,0,0,0,1.9,2.9000000000000004,1016,117.84
2022,1,15,6,30,0,0,0,1.8,3.0,1017,106.12
2022,1,15,7,30,0,0,0,2.2,3.3000000000000003,1018,94.84
2022,1,15,8,30,76,30,446,3.8,3.8,1019,84.12
2022,1,15,9,30,244,53,727,6.5,3.9,1019,74.73
2022,1,15,10,30,396,65,843,9.4,4.3,1020,66.87
2022,1,15,11,30,503,71,898,11.7,4.5,1020,61.26
2022,1,15,12,30,551,77,909,13.2,4.4,1019,58.58
2022,1,15,13,30,539,76,905,13.9,4.0,1019,59.23
2022,1,15,14,30,467,71,876,14.0,3.7,1019,63.11
2022,1,15,15,30,340,61,802,13.1,3.0,1019,69.67
2022,1,15,16,30,179,45,653,10.4,1.7000000000000002,1020,78.2
2022,1,15,17,30,24,15,252,7.4,1.4,1021,87.92
2022,1,15,18,30,0,0,0,6.5,1.4,1021,99.11
2022,1,15,19,30,0,0,0,5.800000000000001,1.4,1022,110.58
2022,1,15,20,30,0,0,0,5.2,1.4,1023,122.4
2022,1,15,21,30,0,0,0,4.7,1.4,1023,134.29
2022,1,15,22,30,0,0,0,4.2,1.4,1023,145.9
2022,1,15,23,30,0,0,0,3.8,1.4,1023,156.39
2022,1,16,0,30,0,0,0,3.4000000000000004,1.3,1023,163.13
2022,1,16,1,30,0,0,0,3.1,1.3,1023,161.3
2022,1,16,2,30,0,0,0,2.9000000000000004,1.2000000000000002,1023,152.59
2022,1,16,3,30,0,0,0,2.8000000000000003,1.2000000000000002,1023,141.5
2022,1,16,4,30,0,0,0,2.8000000000000003,1.2000000000000002,1023,129.71
2022,1,16,5,30,0,0,0,2.7,1.2000000000000002,1023,117.81
2022,1,16,6,30,0,0,0,2.6,1.2000000000000002,1024,106.08
2022,1,16,7,30,0,0,0,3.5,1.3,1024,94.79
2022,1,16,8,30,23,23,0,6.5,1.7000000000000002,1024,84.05
2022,1,16,9,30,239,47,728,9.6,1.9,1025,74.64
2022,1,16,10,30,386,56,835,12.6,1.5,1025,66.75
2022,1,16,11,30,488,61,884,14.8,1.4,1024,61.11
2022,1,16,12,30,532,80,862,16.2,1.5,1023,58.4
2022,1,16,13,30,523,79,862,17.0,1.7000000000000002,1022,59.03
2022,1,16,14,30,453,73,834,17.3,1.9,1021,62.9
2022,1,16,15,30,329,68,744,16.6,1.8,1020,69.47
2022,1,16,16,30,172,50,589,14.3,1.2000000000000002,1020,78.01
2022,1,16,17,30,24,17,186,11.9,1.3,1020,87.76
2022,1,16,18,30,0,0,0,10.7,1.5,1021,98.93
2022,1,16,19,30,0,0,0,9.5,1.7000000000000002,1021,110.41
2022,1,16,20,30,0,0,0,8.700000000000001,1.8,1021,122.23
2022,1,16,21,30,0,0,0,8.0,1.8,1021,134.12
2022,1,16,22,30,0,0,0,7.6,1.8,1021,145.73
2022,1,16,23,30,0,0,0,7.300000000000001,1.8,1021,156.20000000000002
2022,1,17,0,30,0,0,0,7.1000000000000005,1.8,1020,162.92000000000002
2022,1,17,1,30,0,0,0,7.0,1.7000000000000002,1020,161.16
2022,1,17,2,30,0,0,0,7.0,1.5,1019,152.52
2022,1,17,3,30,0,0,0,7.1000000000000005,1.5,1019,141.46
