TMY3 data for calama
calama, -22.47, -68.93, -4, 0, TMY3, W/m2, C, %, m/s, deg, mm
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,DryBulb,DewPoint,RelativeHumidity,Pressure,WindSpeed,WindDirection
2014,4,7,16,0,607.38,746.82,59.900000000000006,21.9,21.9,25.2,850.0,7.3,255.0
2014,4,7,17,0,367.38,746.82,51.82,19.1,19.1,19.3,850.0,6.3,250.5
2014,4,7,18,0,206.92,622.35,43.98,17.0,17.0,15.2,850.0,4.8,255.0
2014,4,7,19,0,172.43333333333334,497.88,36.56,15.0,15.0,0.0,850.0,2.6,256.5
2014,4,7,20,0,137.94666666666666,373.41,3.96,13.0,13.0,14.7,850.0,2.4000000000000004,261.0
2014,4,7,21,0,103.46,248.94,0.0,11.4,30.0,12.0,850.0,2.2,274.5
2014,4,7,22,0,68.97333333333333,124.47000000000004,0.0,10.0,10.0,11.0,850.0,3.3,43.5
2014,4,7,23,0,34.48666666666665,0.0,0.0,9.0,9.0,10.4,850.0,4.0,61.5
2014,4,8,0,0,0.0,0.0,0.0,8.0,8.0,11.6,850.0,4.4,66.0
2014,4,8,1,0,0.0,0.0,0.0,7.1,7.1,17.0,850.0,4.8,67.5
2014,4,8,2,0,0.0,240.0,0.0,6.3,6.3,0.0,850.0,5.1,70.5
2014,4,8,3,0,0.0,240.0,0.0,5.6,5.6,26.9,850.0,5.3,73.5
2014,4,8,4,0,0.0,240.0,0.0,5.2,5.2,55.8,850.0,5.4,78.0
2014,4,8,5,0,5.66,260.8828571428571,2.08,4.3,4.3,39.3,850.0,5.5,79.5
2014,4,8,6,0,63.18000000000001,281.7657142857143,8.22,6.2,6.2,36.8,850.0,5.2,81.0
2014,4,8,7,0,172.42000000000002,302.6485714285714,15.48,8.4,8.4,37.0,850.0,5.3,81.0
2014,4,8,8,0,325.34000000000003,323.5314285714286,23.24,12.9,12.9,38.5,850.0,4.4,84.0
2014,4,8,9,0,510.1600000000001,344.4142857142857,31.28,17.2,0.0,37.9,850.0,2.3,87.0
2014,4,8,10,0,706.6000000000001,365.2971428571428,37.36,19.4,19.4,38.3,850.0,2.8,109.5
2014,4,8,11,0,852.8000000000001,386.18,39.38,20.1,20.1,37.0,850.0,5.7,217.5
2014,4,8,12,0,933.24,407.0628571428572,40.2,21.4,21.4,36.4,850.0,7.7,240.0
2014,4,8,13,0,941.2000000000002,427.9457142857143,40.28000000000001,22.3,22.3,37.3,850.0,8.6,244.5
2014,4,8,14,0,876.12,448.8285714285714,39.64,22.7,22.7,37.2,850.0,8.5,247.5
2014,4,8,15,0,743.72,469.7114285714286,37.98,23.4,23.4,32.1,850.0,7.9,249.0
2014,4,8,16,0,556.7,490.5942857142857,33.7,22.7,-22.7,21.5,850.0,7.2,252.0
2014,4,8,17,0,367.02,511.4771428571429,25.62,19.4,19.4,17.9,850.0,5.8,250.5
2014,4,8,18,0,206.14,532.36,17.78,17.2,17.2,14.1,850.0,3.8,253.5
2014,4,8,19,0,86.4,321.20000000000005,10.38,15.0,15.0,13.75,850.0,1.2,256.5
2014,4,8,20,0,16.7,128.82000000000002,3.88,13.0,13.0,13.4,850.0,1.5,262.5
2014,4,8,21,0,0.0,0.0,0.0,11.5,11.45,10.6,850.0,3.2,318.0
2014,4,8,22,0,0.0,0.0,0.0,9.9,9.9,9.9,850.0,3.7,52.5
2014,4,8,23,0,0.0,0.0,0.0,8.6,8.6,9.8,850.0,4.1,66.0
2014,4,9,0,0,0.0,0.0,0.0,7.4,7.4,11.3,850.0,4.1,0.0
2014,4,9,1,0,0.0,0.0,0.0,6.2,6.2,16.1,850.0,4.1,75.0
2014,4,9,2,0,0.0,0.0,0.0,5.6,-5.6,100.0,850.0,4.6,78.0
2014,4,9,3,0,0.0,0.0,0.0,5.449999999999999,5.2,0.0,850.0,4.8,79.5
2014,4,9,4,0,0.0,0.0,0.0,5.3,5.3,56.1,850.0,4.9,79.5
2014,4,9,5,0,5.4,83.60000000000001,2.02,4.6,4.6,38.4,850.0,5.0,78.0
2014,4,9,6,0,62.42000000000001,269.84000000000003,8.16,6.2,-6.2,34.9,850.0,4.9,76.5
2014,4,9,7,0,171.08,479.44000000000005,15.400000000000002,8.9,3.499999999999999,36.1,850.0,4.8,78.0
2014,4,9,8,0,323.42,699.1200000000001,23.160000000000004,13.2,13.2,100.0,850.0,3.7,79.5
2014,4,9,9,0,507.68,923.9,31.180000000000007,16.7,16.7,36.9,850.0,1.3,82.5
2014,4,9,10,0,703.72,1066.9400000000005,37.3,18.9,18.9,37.1,850.0,2.9,102.0
2014,4,9,11,0,849.6800000000001,1107.2000000000005,39.3,-20.0,20.2,36.0,850.0,5.9,231.0
2014,4,9,12,0,929.86,1122.08,40.1,21.1,21.1,35.9,850.0,7.6,244.5
2014,4,9,13,0,937.64,1122.44,40.16,22.1,22.1,36.9,850.0,8.4,249.0
2014,4,9,14,0,872.3800000000001,1108.98,39.52,22.7,22.7,37.7,850.0,8.4,252.0
2014,4,9,15,0,739.94,1074.8,37.84,23.5,23.5,32.9,850.0,8.0,253.5
2014,4,9,16,0,552.98,975.96,29.700000000000003,50.0,22.8,21.8,850.0,0.0,255.0
2014,4,9,17,0,364.14,751.48,21.66,19.8,19.8,17.3,850.0,5.6,253.5
2014,4,9,18,0,204.02,531.4399999999999,13.84,17.9,17.9,13.6,850.0,3.7,256.5
2014,4,9,19,0,85.02,320.12,6.46,15.6,15.6,14.2,1100.0,1.4,259.5
2014,4,9,20,0,16.02,127.66,0.0,13.8,13.8,13.1,850.0,0.0,261.0
2014,4,9,21,0,0.0,0.0,0.0,12.3,12.3,10.4,850.0,2.3,279.0
2014,4,9,22,0,0.0,240.0,0.0,10.5,10.5,9.9,850.0,15.5,36.0
2014,4,9,23,0,0.0,480.0,0.0,9.1,9.1,10.5,850.0,3.6,67.5
2014,4,10,0,0,0.0,480.0,0.0,7.9,0.0,11.7,850.0,3.7,69.0
2014,4,10,1,0,0.0,480.0,0.0,6.9,6.9,15.7,850.0,4.1,73.5
2014,4,10,2,0,0.0,480.0,0.0,6.3,6.3,21.25,850.0,4.5,73.5
2014,4,10,3,0,0.0,240.0,0.0,5.8,5.8,26.8,850.0,4.8,360.0
2014,4,10,4,0,0.0,0.0,0.0,5.9,5.9,55.8,850.0,4.7,76.5
2014,4,10,5,0,5.220000000000001,83.62,1.96,4.9,4.9,38.0,850.0,4.6,75.0
2014,4,10,6,0,62.2,270.92,8.080000000000002,6.4,6.4,100.0,850.0,4.6,73.5
2014,4,10,7,0,170.82,270.92,15.300000000000002,8.7,8.7,35.8,850.0,4.5,72.0
2014,4,10,8,0,323.04,491.22,23.040000000000003,12.7,12.7,36.9,850.0,3.5,75.0
2014,4,10,9,0,507.02,731.22,31.06,16.2,0.0,37.0,850.0,1.3,78.0
2014,4,10,10,0,702.78,874.52,29.1,-18.5,0.0,36.7,850.0,2.7,97.5
2014,4,10,11,0,848.1600000000001,687.22,31.120000000000005,19.9,19.9,35.5,850.0,0.0,232.5
2014,4,10,12,0,927.5800000000002,911.72,31.940000000000005,20.8,20.8,35.1,850.0,7.4,246.0
2014,4,10,13,0,934.5400000000002,911.26,32.02,21.5,21.5,35.8,850.0,7.9,360.0
2014,4,10,14,0,868.5600000000002,882.22,31.36,22.1,22.1,37.0,850.0,7.8,255.0
2014,4,10,15,0,735.58,846.98,37.8,22.9,22.9,100.0,850.0,7.5,256.5
2014,4,10,16,0,548.52,972.8,33.36,22.3,22.3,21.1,850.0,7.0,258.0
2014,4,10,17,0,360.48,748.3000000000001,25.32,50.0,19.4,17.0,850.0,5.8,0.0
2014,4,10,18,0,201.3,528.46,17.5,17.4,17.4,13.3,850.0,4.2,258.0
2014,4,10,19,0,83.3,317.5,10.14,15.1,15.1,13.8,850.0,1.6,261.0
2014,4,10,20,0,15.3,125.82,3.7,13.2,13.2,12.8,850.0,0.6,264.0
2014,4,10,21,0,0.0,0.0,0.0,11.6,11.6,10.3,850.0,2.4,289.5
2014,4,10,22,0,0.0,0.0,0.0,9.9,9.9,9.8,850.0,3.2,40.5
2014,4,10,23,0,0.0,0.0,0.0,8.6,8.6,10.7,850.0,3.9,0.0
2014,4,11,0,0,0.0,0.0,0.0,7.4,7.4,11.3,1100.0,4.3,66.0
2014,4,11,1,0,0.0,0.0,0.0,6.4,6.4,15.9,850.0,4.8,0.0
2014,4,11,2,0,0.0,0.0,0.0,5.5,5.5,24.8,850.0,5.1,69.0
2014,4,11,3,0,0.0,0.0,0.0,5.0,5.0,26.2,850.0,5.2,72.0
2014,4,11,4,0,0.0,0.0,0.0,4.9,4.9,55.3,850.0,5.2,75.0
2014,4,11,5,0,5.0600000000000005,84.02000000000001,0.0,20.5,4.1,37.8,850.0,0.0,73.5
2014,4,11,6,0,62.120000000000005,272.88,6.120000000000001,5.6,5.6,34.5,850.0,5.3,72.0
2014,4,11,7,0,170.96000000000004,484.68,13.360000000000005,8.0,8.0,35.6,850.0,5.6,73.5
2014,4,11,8,0,323.50000000000006,706.3,21.120000000000005,11.8,11.8,36.6,850.0,4.8,78.0
2014,4,11,9,0,507.86000000000007,932.82,29.140000000000008,15.7,15.7,0.0,850.0,2.7,84.0
2014,4,11,10,0,704.2600000000001,1077.1,37.28000000000001,18.5,18.5,36.4,850.0,2.3,97.5
2014,4,11,11,0,850.0400000000001,1116.38,39.3,20.8,20.8,35.2,850.0,5.4,210.0
2014,4,11,12,0,929.7,1130.64,40.1,21.2,21.2,0.0,850.0,7.5,244.5
2014,4,11,13,0,936.78,1130.74,40.16,21.8,21.8,35.0,850.0,8.1,247.5
2014,4,11,14,0,992.42,1117.3000000000002,32.14,22.0,22.0,36.2,850.0,8.2,250.5
2014,4,11,15,0,859.0400000000001,1083.2600000000002,30.44,22.7,22.7,31.9,850.0,7.4,249.0
2014,4,11,16,0,670.96,980.88,25.940000000000005,0.0,21.9,19.9,850.0,6.2,250.5
2014,4,11,17,0,482.46,754.82,17.900000000000002,18.6,18.6,16.4,850.0,4.9,247.5
2014,4,11,18,0,322.84,533.1,10.080000000000002,16.8,16.8,12.8,850.0,3.2,255.0
2014,4,11,19,0,82.84,320.02,10.080000000000002,14.4,14.4,13.4,850.0,0.7,258.0
2014,4,11,20,0,14.76,125.76,8.640000000000002,12.2,12.2,13.1,850.0,0.8,259.5
2014,4,11,21,0,0.0,0.0,7.200000000000001,10.2,10.2,10.3,850.0,2.3,291.0
2014,4,11,22,0,0.0,0.0,5.760000000000002,8.4,8.4,9.3,850.0,3.4,33.0
2014,4,11,23,0,0.0,0.0,4.320000000000001,7.2,7.2,9.5,850.0,4.0,66.0
2014,4,12,0,0,0.0,0.0,2.880000000000001,6.8,6.8,10.4,850.0,4.5,67.5
2014,4,12,1,0,0.0,0.0,1.4400000000000013,5.8,5.8,15.0,850.0,4.7,70.5
2014,4,12,2,0,0.0,0.0,0.0,5.2,5.2,26.6,850.0,5.3,69.0
2014,4,12,3,0,0.0,0.0,0.0,-4.5,4.5,0.0,850.0,5.7,72.0
2014,4,12,4,0,0.0,0.0,0.0,4.2,4.2,55.9,850.0,5.7,76.5
2014,4,12,5,0,4.62,77.86000000000001,1.82,3.6,3.6,37.0,850.0,5.6,75.0
2014,4,12,6,0,59.92,261.52,7.880000000000001,5.2,5.2,32.6,850.0,5.2,73.5
2014,4,12,7,0,165.86,468.22,15.080000000000002,8.1,8.1,34.9,850.0,5.2,75.0
2014,4,12,8,0,314.40000000000003,684.58,22.800000000000004,-12.8,12.8,35.8,850.0,4.3,75.0
2014,4,12,9,0,493.78,905.54,30.800000000000004,16.6,16.6,35.4,850.0,1.7,81.0
2014,4,12,10,0,685.08,1050.2800000000002,37.080000000000005,18.7,18.7,35.9,850.0,2.4,93.0
2014,4,12,11,0,826.8399999999999,1088.9,39.120000000000005,19.7,19.7,34.5,850.0,5.5,0.0
2014,4,12,12,0,903.64,1102.12,39.92,20.9,20.9,34.0,850.0,7.6,234.0
2014,4,12,13,0,909.08,885.7600000000001,36.11666666666667,21.8,21.8,34.2,850.0,7.7,238.5
2014,4,12,14,0,729.7,869.7800000000001,32.31333333333333,22.3,22.3,35.4,1100.0,8.0,244.5
2014,4,12,15,0,597.9599999999999,831.6000000000001,28.51,22.9,22.9,31.3,850.0,7.2,246.0
2014,4,12,16,0,414.3,726.1199999999999,24.70666666666667,22.0,22.0,19.5,850.0,5.8,252.0
2014,4,12,17,0,231.56000000000003,506.2000000000001,20.903333333333336,19.2,30.0,16.1,850.0,4.7,252.0
2014,4,12,18,0,77.58,506.2000000000001,17.1,17.2,17.2,12.9,850.0,3.2,255.0
2014,4,12,19,0,77.58,301.22,9.82,14.9,14.9,13.4,850.0,1.5,259.5
2014,4,12,20,0,13.4,116.8,3.48,12.8,-12.8,6.7,850.0,0.0,259.5
2014,4,12,21,0,0.0,0.0,0.0,11.2,11.2,0.0,850.0,2.3,279.0
2014,4,12,22,0,0.0,0.0,0.0,9.8,9.8,9.4,850.0,3.2,51.0
2014,4,12,23,0,0.0,0.0,0.0,8.7,0.0,10.1,850.0,3.7,66.0
2014,4,13,0,0,0.0,0.0,0.0,7.9,7.9,11.7,850.0,4.2,67.5
2014,4,13,1,0,0.0,0.0,0.0,7.1,7.1,15.8,850.0,4.1,67.5
2014,4,13,2,0,0.0,0.0,0.0,6.5,6.5,25.9,850.0,4.3,70.5
2014,4,13,3,0,0.0,0.0,0.0,5.9,5.9,27.1,850.0,4.7,73.5
2014,4,13,4,0,0.0,0.0,0.0,7.2,7.2,56.3,850.0,4.9,78.0
2014,4,13,5,0,1.04,1.38,1.0,7.3,7.3,38.1,850.0,4.7,79.5
2014,4,13,6,0,53.6,176.26,7.0200000000000005,8.6,8.6,34.8,850.0,4.5,79.5
2014,4,13,7,0,155.62,375.72,14.16,10.3,10.3,0.0,850.0,4.3,80.25
2014,4,13,8,0,231.28000000000003,377.8200000000001,88.46,13.9,13.9,36.5,850.0,3.9,81.0
2014,4,13,9,0,334.94000000000005,381.72,168.45999999999998,17.5,17.5,36.1,850.0,1.8,87.0
2014,4,13,10,0,448.0,380.34,247.46,19.5,19.5,37.5,850.0,2.8,108.0
2014,4,13,11,0,505.6,209.74,321.44,20.5,0.0,36.5,850.0,5.7,226.5
2014,4,13,12,0,490.7000000000001,12.72,394.3,21.3,21.3,36.3,850.0,7.7,240.0
2014,4,13,13,0,467.26,12.72,370.78,21.6,21.6,37.2,1100.0,8.1,246.0
2014,4,13,14,0,393.22,10.84,319.38,21.1,21.1,37.1,850.0,8.3,253.5
2014,4,13,15,0,302.22,12.64,261.92,20.9,20.9,32.7,850.0,7.8,252.0
2014,4,13,16,0,204.32,117.42,185.3,19.8,-19.8,21.9,850.0,6.2,258.0
2014,4,13,17,0,117.2,114.98,105.3,17.8,17.8,18.0,850.0,5.0,250.5
2014,4,13,18,0,64.98,112.88,54.52,16.2,16.2,70.5,850.0,3.1,253.5
2014,4,13,19,0,35.36,110.86,25.92,14.7,14.7,14.5,850.0,1.4,259.5
2014,4,13,20,0,12.26,109.06,3.38,12.9,12.9,13.7,850.0,1.6,268.5
2014,4,13,21,0,0.0,0.0,0.0,11.2,11.2,12.1,850.0,1.8,288.0
2014,4,13,22,0,0.0,0.0,0.0,9.7,9.7,11.9,850.0,2.5,34.5
2014,4,13,23,0,0.0,0.0,0.0,8.5,8.5,62.0,850.0,2.6,61.5
2014,4,14,0,0,0.0,0.0,0.0,7.7,7.7,12.6,850.0,3.0,64.5
2014,4,14,1,0,0.0,0.0,0.0,6.8,6.8,16.4,850.0,3.0,70.5
2014,4,14,2,0,0.0,0.0,0.0,6.5,6.5,25.1,850.0,3.4,75.0
2014,4,14,3,0,50.06,0.0,0.0,6.1,6.1,27.1,850.0,4.3,78.0
2014,4,14,4,0,100.12,0.0,0.0,6.0,6.0,55.9,850.0,5.0,79.5
2014,4,14,5,0,150.18,64.66000000000001,1.66,5.3,5.3,38.4,850.0,5.6,81.0
2014,4,14,6,0,200.24,239.00000000000009,7.680000000000001,7.2,7.2,36.1,850.0,5.4,85.5
2014,4,14,7,0,250.3,437.9800000000001,14.84,9.0,9.0,36.4,850.0,5.8,88.5
2014,4,14,8,0,300.36,647.5200000000001,22.52,13.0,13.0,38.5,850.0,4.6,88.5
2014,4,14,9,0,473.72,862.3200000000002,30.48,16.9,16.9,38.4,850.0,2.3,93.0
2014,4,14,10,0,659.8000000000001,889.4900000000001,36.9,18.4,18.4,40.9,850.0,3.2,0.0
2014,4,14,11,0,799.0000000000001,916.6600000000002,38.96,19.2,19.2,41.2,850.0,6.0,220.5
2014,4,14,12,0,875.2,943.8300000000002,71.7,19.8,19.8,41.2,850.0,7.8,240.0
2014,4,14,13,0,881.8000000000001,971.0,71.76,20.4,20.4,42.9,850.0,8.5,247.5
2014,4,14,14,0,818.26,998.1700000000002,71.06,21.2,21.2,41.4,850.0,7.9,253.5
2014,4,14,15,0,690.0000000000001,1025.34,69.28,22.3,22.3,32.6,850.0,7.5,255.0
2014,4,14,16,0,510.2600000000001,808.0200000000001,64.5,21.7,21.7,23.8,850.0,6.7,258.0
2014,4,14,17,0,332.70000000000005,592.64,24.6,19.2,19.2,19.2,850.0,5.7,253.5
2014,4,14,18,0,183.06,381.96,16.86,17.1,17.1,15.5,850.0,4.1,256.5
2014,4,14,19,0,73.24000000000001,180.66,9.6,14.9,14.9,15.9,850.0,2.9,261.0
2014,4,14,20,0,11.6,0.0,3.3000000000000003,12.9,12.9,0.0,850.0,0.9,264.0
2014,4,14,21,0,0.0,0.0,0.0,11.3,11.3,14.0,850.0,1.35,261.0
2014,4,14,22,0,0.0,0.0,0.0,9.9,0.0,13.2,850.0,1.8,271.5
2014,4,14,23,0,0.0,0.0,0.0,8.95,8.8,66.5,850.0,2.3,84.0
2014,4,15,0,0,0.0,0.0,0.0,8.0,8.0,13.9,850.0,14.5,70.5
2014,4,15,1,0,0.0,0.0,0.0,7.1,7.1,18.7,850.0,3.1,73.5
2014,4,15,2,0,0.0,0.0,0.0,6.5,6.5,22.5,850.0,3.6,70.5
2014,4,15,3,0,0.0,0.0,0.0,5.9,5.9,26.9,850.0,0.0,76.5
2014,4,15,4,0,0.0,0.0,0.0,5.9,5.9,0.0,850.0,4.4,79.5
2014,4,15,5,0,3.6,63.58,1.6,4.9,4.9,100.0,850.0,4.4,79.5
2014,4,15,6,0,55.42000000000001,63.58,7.6,6.5,6.5,39.5,850.0,4.2,81.0
2014,4,15,7,0,156.46,262.78000000000003,14.76,8.8,30.0,38.6,1100.0,4.5,81.0
2014,4,15,8,0,299.18,472.64,29.406666666666663,12.9,30.0,41.5,850.0,3.4,82.5
2014,4,15,9,0,472.22,687.8000000000001,44.053333333333335,16.0,16.0,40.9,850.0,1.2,85.5
2014,4,15,10,0,658.3000000000001,841.9200000000001,58.7,17.5,17.25,43.4,850.0,2.8,141.0
2014,4,15,11,0,797.6800000000001,1059.94,73.34666666666666,18.5,18.5,44.1,850.0,5.1,223.5
2014,4,15,12,0,874.12,1077.0,87.99333333333334,19.6,19.6,100.0,850.0,6.8,238.5
2014,4,15,13,0,971.4,1078.58,102.64,-20.0,20.6,45.0,850.0,7.4,243.0
2014,4,15,14,0,907.76,1065.3200000000002,70.12,21.3,21.3,0.0,850.0,7.5,249.0
2014,4,15,15,0,779.1800000000001,1028.66,68.34,21.450000000000003,22.2,37.4,850.0,7.5,360.0
2014,4,15,16,0,598.98,915.0800000000002,63.48,21.6,21.6,26.9,850.0,7.2,256.5
2014,4,15,17,0,421.5,698.8200000000002,55.5,19.3,19.3,20.2,850.0,6.4,256.5
2014,4,15,18,0,181.5,487.38000000000005,16.800000000000004,17.1,17.1,16.0,850.0,5.0,255.0
2014,4,15,19,0,72.1,285.48,9.52,15.1,15.1,16.0,850.0,3.2,256.5
2014,4,15,20,0,11.0,104.44,3.2200000000000006,13.7,13.7,14.6,850.0,2.2,261.0
2014,4,15,21,0,0.0,0.0,0.0,12.4,12.4,13.7,850.0,1.2,261.0
2014,4,15,22,0,0.0,0.0,0.0,11.2,0.0,13.4,850.0,2.3,304.5
2014,4,15,23,0,0.0,0.0,0.0,10.2,10.2,13.4,850.0,3.3,66.0
2014,4,16,0,0,0.0,0.0,0.0,9.5,9.5,14.7,850.0,3.7,69.0
2014,4,16,1,0,0.0,0.0,0.0,8.8,8.8,20.5,850.0,4.2,67.5
2014,4,16,2,0,0.0,0.0,0.0,8.2,8.2,21.0,850.0,4.5,69.0
2014,4,16,3,0,0.0,0.0,0.0,7.6,7.6,27.3,850.0,5.1,76.5
2014,4,16,4,0,0.0,0.0,0.0,7.6,7.6,55.5,850.0,5.5,79.5
2014,4,16,5,0,3.54,66.12,1.54,6.2,6.2,41.1,850.0,5.6,78.0
2014,4,16,6,0,138.6266666666667,245.72000000000003,7.56,7.7,7.7,43.5,850.0,5.7,81.0
2014,4,16,7,0,273.71333333333337,450.28,14.74,9.8,9.8,40.4,850.0,5.7,79.5
2014,4,16,8,0,408.8,665.74,22.46,14.4,14.4,44.0,1100.0,5.3,0.0
2014,4,16,9,0,543.8866666666667,886.72,30.44,18.4,18.4,43.5,850.0,3.4,85.5
2014,4,16,10,0,678.9733333333334,1043.66,37.0,20.6,20.6,46.4,850.0,2.8,106.5
2014,4,16,11,0,814.0600000000001,1087.14,39.080000000000005,21.6,-21.6,46.25,850.0,5.2,192.0
2014,4,16,12,0,710.8800000000001,1103.68,39.9,22.2,22.2,46.1,850.0,7.4,231.0
2014,4,16,13,0,716.94,1104.5800000000002,39.92,23.0,23.0,47.1,850.0,8.2,237.0
2014,4,16,14,0,651.2,1090.58,39.22,23.4,23.4,41.8,850.0,7.949999999999999,237.0
2014,4,16,15,0,519.6600000000001,1053.64,37.400000000000006,24.3,24.3,34.9,850.0,7.7,237.0
2014,4,16,16,0,335.58,936.14,32.42,23.8,23.8,23.1,850.0,0.0,241.5
2014,4,16,17,0,575.5799999999999,715.0400000000001,24.42,20.5,0.0,17.5,850.0,5.2,244.5
2014,4,16,18,0,423.72,498.68,16.68,18.3,18.3,13.5,850.0,3.7,250.5
2014,4,16,19,0,312.56,291.7,9.4,16.0,16.0,14.1,850.0,3.0,258.0
2014,4,16,20,0,250.62,105.58,3.12,14.2,14.2,12.9,850.0,1.8,264.0
2014,4,16,21,0,240.0,0.0,2.6,12.6,12.6,10.7,850.0,3.7,331.5
2014,4,16,22,0,0.0,0.0,2.08,11.2,11.2,0.0,850.0,4.4,52.5
2014,4,16,23,0,0.0,0.0,1.56,10.1,10.1,9.1,850.0,5.1,63.0
2014,4,17,0,0,0.5666666666666668,0.0,1.04,9.3,9.3,10.8,850.0,5.2,66.0
2014,4,17,1,0,1.1333333333333335,0.0,0.52,8.5,8.5,16.3,850.0,5.2,66.0
2014,4,17,2,0,1.7000000000000002,0.0,0.0,7.9,7.9,25.6,850.0,5.2,69.0
2014,4,17,3,0,2.266666666666667,0.0,0.0,0.0,7.550000000000001,27.2,850.0,5.3,72.0
2014,4,17,4,0,2.833333333333334,0.0,0.0,7.2,7.2,56.0,850.0,5.7,72.0
2014,4,17,5,0,3.4000000000000004,68.62,1.4400000000000002,6.3,6.3,38.1,850.0,5.9,73.5
2014,4,17,6,0,56.56,250.62,7.44,8.0,8.0,34.4,850.0,5.9,76.5
2014,4,17,7,0,160.22,457.30000000000007,14.580000000000002,10.6,10.6,35.9,850.0,6.1,78.0
2014,4,17,8,0,306.54,674.4200000000001,22.26,14.8,14.8,37.2,850.0,4.8,79.5
2014,4,17,9,0,483.86,896.82,30.200000000000003,19.2,19.2,37.1,850.0,3.5,85.5
2014,4,17,10,0,674.34,1052.64,36.84,21.9,21.9,38.0,850.0,2.7,103.5
2014,4,17,11,0,816.22,1095.0800000000002,38.92,23.2,23.2,36.9,850.0,5.1,186.0
2014,4,17,12,0,893.26,1110.8200000000002,39.760000000000005,23.8,23.8,36.3,850.0,7.3,229.5
2014,4,17,13,0,898.82,1111.2800000000002,39.82,24.5,24.5,37.0,850.0,8.3,238.5
2014,4,17,14,0,832.48,1097.0400000000002,39.14,24.8,24.8,36.8,850.0,8.4,240.0
2014,4,17,15,0,700.1600000000001,1059.74,31.06,25.3,25.3,32.7,850.0,7.8,243.0
2014,4,17,16,0,515.3800000000001,942.36,26.000000000000004,24.4,24.4,21.2,850.0,7.0,247.5
2014,4,17,17,0,574.6800000000001,719.94,18.02,20.5,0.0,17.1,850.0,5.3,249.0
2014,4,17,18,0,422.8,502.36,10.28,18.1,18.1,15.7,850.0,3.5,255.0
2014,4,17,19,0,311.82,294.20000000000005,3.02,15.6,-15.6,14.3,850.0,0.9,264.0
2014,4,17,20,0,250.26,107.06,3.02,13.3,13.3,13.2,850.0,1.7,274.5
2014,4,17,21,0,240.0,0.0,0.0,11.5,11.65,49.5,850.0,3.3,342.0
2014,4,17,22,0,240.0,0.0,0.0,10.0,10.0,9.2,850.0,4.1,52.5
2014,4,17,23,0,240.0,0.0,0.0,8.8,8.8,8.2,850.0,4.6,64.5
2014,4,18,0,0,240.0,0.0,0.0,7.9,7.9,10.1,850.0,4.9,67.5
2014,4,18,1,0,240.0,0.0,0.0,6.9,6.9,15.0,850.0,5.2,69.0
2014,4,18,2,0,240.0,0.0,0.0,6.2,6.2,26.2,850.0,5.6,70.5
2014,4,18,3,0,240.0,0.0,0.0,5.6,28.0,26.9,850.0,5.7,73.5
2014,4,18,4,0,240.0,0.0,0.0,5.1,5.1,56.1,850.0,5.7,78.0
2014,4,18,5,0,3.2,66.42,1.38,4.7,4.7,37.8,850.0,5.8,360.0
2014,4,18,6,0,56.02000000000001,248.48,7.36,6.2,6.2,33.7,850.0,5.3,79.5
2014,4,18,7,0,159.22000000000003,455.12,14.5,9.3,9.3,35.4,850.0,5.5,81.0
2014,4,18,8,0,304.90000000000003,672.12,22.18,13.8,13.8,36.2,850.0,4.8,84.0
2014,4,18,9,0,481.4200000000001,894.34,30.12,17.7,17.7,36.0,850.0,2.4,90.0
2014,4,18,10,0,671.2,1052.14,36.8,-1.150000000000002,30.0,0.0,850.0,2.7,111.0
2014,4,18,11,0,812.44,1094.26,38.88,-20.0,20.9,35.1,850.0,5.4,214.5
2014,4,18,12,0,888.94,1109.8000000000002,39.7,50.0,22.0,34.7,850.0,7.3,360.0
2014,4,18,13,0,800.046,1109.88,39.74,22.7,22.7,35.0,850.0,7.8,246.0
2014,4,18,14,0,711.152,1095.0,39.02,23.2,23.2,34.6,850.0,7.7,250.5
2014,4,18,15,0,622.258,1056.52,37.18,0.0,24.1,31.7,850.0,7.7,253.5
2014,4,18,16,0,533.364,936.2600000000002,32.02,23.3,23.3,21.3,850.0,7.2,255.0
2014,4,18,17,0,444.47,714.0800000000002,24.06,20.2,20.2,16.7,850.0,5.8,253.5
2014,4,18,18,0,355.576,497.00000000000006,16.340000000000003,18.1,18.1,13.2,850.0,4.3,255.0
2014,4,18,19,0,266.682,289.66,9.12,16.1,16.1,13.7,850.0,1.7,257.25
2014,4,18,20,0,177.788,103.92000000000002,2.9000000000000004,14.1,14.1,12.6,850.0,1.1,259.5
2014,4,18,21,0,88.894,0.0,0.0,12.7,12.7,10.3,850.0,2.9,304.5
2014,4,18,22,0,0.0,0.0,0.0,11.1,0.0,10.4,850.0,3.6,55.5
2014,4,18,23,0,0.0,0.0,0.0,9.4,9.4,9.8,850.0,4.0,58.5
2014,4,19,0,0,0.0,0.0,0.0,7.9,7.9,11.3,850.0,4.1,64.5
2014,4,19,1,0,0.0,0.0,0.0,6.8,0.0,17.0,850.0,4.1,69.0
2014,4,19,2,0,0.0,0.0,0.0,5.6,5.6,24.0,850.0,4.5,73.5
2014,4,19,3,0,0.0,0.0,0.0,5.3,5.3,26.8,850.0,4.8,73.5
2014,4,19,4,0,0.0,0.0,0.0,4.8,4.8,56.4,850.0,5.1,76.5
